test,cell,model,result,message
assert_loss_finite,ES_RTH_B0_30min/S-B_q0.90,,PASS,
assert_loss_finite,ES_RTH_B0_30min/S-C_q0.90,,PASS,
assert_loss_finite,ES_RTH_B1_1day/S-A,,PASS,
assert_loss_finite,ES_RTH_B1_1day/S-B_q0.80,,PASS,
assert_loss_finite,ES_RTH_B1_1day/S-C_q0.80,,PASS,
assert_loss_finite,ES_RTH_B1_1day/S-B_q0.90,,PASS,
assert_loss_finite,ES_RTH_B1_1day/S-C_q0.90,,PASS,
assert_loss_finite,ES_RTH_B1_1h/S-A,,PASS,
assert_loss_finite,ES_RTH_B1_1h/S-B_q0.80,,PASS,
assert_loss_finite,ES_RTH_B1_1h/S-C_q0.80,,PASS,
assert_loss_finite,ES_RTH_B1_1h/S-B_q0.90,,PASS,
assert_loss_finite,ES_RTH_B1_1h/S-C_q0.90,,PASS,
assert_loss_finite,ES_RTH_B1_30min/S-A,,PASS,
assert_loss_finite,ES_RTH_B1_30min/S-B_q0.80,,PASS,
assert_loss_finite,ES_RTH_B1_30min/S-C_q0.80,,PASS,
assert_loss_finite,ES_RTH_B1_30min/S-B_q0.90,,PASS,
assert_loss_finite,ES_RTH_B1_30min/S-C_q0.90,,PASS,
assert_loss_finite,NQ_GLOBEX_B0_1day/S-A,,PASS,
assert_loss_finite,NQ_GLOBEX_B0_1day/S-B_q0.80,,PASS,
assert_loss_finite,NQ_GLOBEX_B0_1day/S-C_q0.80,,PASS,
assert_loss_finite,NQ_GLOBEX_B0_1day/S-B_q0.90,,PASS,
assert_loss_finite,NQ_GLOBEX_B0_1day/S-C_q0.90,,PASS,
assert_loss_finite,NQ_GLOBEX_B0_1h/S-A,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B0_1h/S-A: 1088 non-finite of 155813 entries (shape (22259, 7)); by model: M1_EWMA=140, M2_HAR=140, M3_HARJ=140, M4_HARQ=140, M5_RGARCH=194, M6_PARK=194, M6_GK=140"
assert_loss_finite,NQ_GLOBEX_B0_1h/S-B_q0.80,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B0_1h/S-B_q0.80: 30 non-finite of 31164 entries (shape (4452, 7)); by model: M5_RGARCH=15, M6_PARK=15"
assert_loss_finite,NQ_GLOBEX_B0_1h/S-C_q0.80,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B0_1h/S-C_q0.80: 193 non-finite of 31164 entries (shape (4452, 7)); by model: M1_EWMA=25, M2_HAR=25, M3_HARJ=25, M4_HARQ=25, M5_RGARCH=34, M6_PARK=34, M6_GK=25"
assert_loss_finite,NQ_GLOBEX_B0_1h/S-B_q0.90,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B0_1h/S-B_q0.90: 14 non-finite of 15582 entries (shape (2226, 7)); by model: M5_RGARCH=7, M6_PARK=7"
assert_loss_finite,NQ_GLOBEX_B0_1h/S-C_q0.90,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B0_1h/S-C_q0.90: 117 non-finite of 15582 entries (shape (2226, 7)); by model: M1_EWMA=15, M2_HAR=15, M3_HARJ=15, M4_HARQ=15, M5_RGARCH=21, M6_PARK=21, M6_GK=15"
assert_loss_finite,NQ_GLOBEX_B0_30min/S-A,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B0_30min/S-A: 2730 non-finite of 566300 entries (shape (80900, 7)); by model: M1_EWMA=382, M2_HAR=382, M3_HARJ=382, M4_HARQ=382, M5_RGARCH=382, M6_PARK=438, M6_GK=382"
assert_loss_finite,NQ_GLOBEX_B0_30min/S-B_q0.80,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B0_30min/S-B_q0.80: 13 non-finite of 113260 entries (shape (16180, 7)); by model: M6_PARK=13"
assert_loss_finite,NQ_GLOBEX_B0_30min/S-C_q0.80,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B0_30min/S-C_q0.80: 324 non-finite of 113260 entries (shape (16180, 7)); by model: M1_EWMA=45, M2_HAR=45, M3_HARJ=45, M4_HARQ=45, M5_RGARCH=45, M6_PARK=54, M6_GK=45"
assert_loss_finite,NQ_GLOBEX_B0_30min/S-B_q0.90,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B0_30min/S-B_q0.90: 9 non-finite of 56630 entries (shape (8090, 7)); by model: M6_PARK=9"
assert_loss_finite,NQ_GLOBEX_B0_30min/S-C_q0.90,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B0_30min/S-C_q0.90: 260 non-finite of 56630 entries (shape (8090, 7)); by model: M1_EWMA=36, M2_HAR=36, M3_HARJ=36, M4_HARQ=36, M5_RGARCH=36, M6_PARK=44, M6_GK=36"
assert_loss_finite,NQ_GLOBEX_B1_1day/S-A,,PASS,
assert_loss_finite,NQ_GLOBEX_B1_1day/S-B_q0.80,,PASS,
assert_loss_finite,NQ_GLOBEX_B1_1day/S-C_q0.80,,PASS,
assert_loss_finite,NQ_GLOBEX_B1_1day/S-B_q0.90,,PASS,
assert_loss_finite,NQ_GLOBEX_B1_1day/S-C_q0.90,,PASS,
assert_loss_finite,NQ_GLOBEX_B1_1h/S-A,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B1_1h/S-A: 19644 non-finite of 276521 entries (shape (39503, 7)); by model: M1_EWMA=165, M2_HAR=165, M3_HARJ=165, M4_HARQ=165, M5_RGARCH=18600, M6_PARK=219, M6_GK=165"
assert_loss_finite,NQ_GLOBEX_B1_1h/S-B_q0.80,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B1_1h/S-B_q0.80: 2567 non-finite of 55307 entries (shape (7901, 7)); by model: M5_RGARCH=2559, M6_PARK=8"
assert_loss_finite,NQ_GLOBEX_B1_1h/S-C_q0.80,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B1_1h/S-C_q0.80: 2404 non-finite of 55307 entries (shape (7901, 7)); by model: M1_EWMA=18, M2_HAR=18, M3_HARJ=18, M4_HARQ=18, M5_RGARCH=2290, M6_PARK=24, M6_GK=18"
assert_loss_finite,NQ_GLOBEX_B1_1h/S-B_q0.90,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B1_1h/S-B_q0.90: 1357 non-finite of 27657 entries (shape (3951, 7)); by model: M5_RGARCH=1352, M6_PARK=5"
assert_loss_finite,NQ_GLOBEX_B1_1h/S-C_q0.90,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B1_1h/S-C_q0.90: 1451 non-finite of 27657 entries (shape (3951, 7)); by model: M1_EWMA=14, M2_HAR=14, M3_HARJ=14, M4_HARQ=14, M5_RGARCH=1362, M6_PARK=19, M6_GK=14"
assert_loss_finite,NQ_GLOBEX_B1_30min/S-A,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B1_30min/S-A: 2751 non-finite of 586145 entries (shape (83735, 7)); by model: M1_EWMA=385, M2_HAR=385, M3_HARJ=385, M4_HARQ=385, M5_RGARCH=385, M6_PARK=441, M6_GK=385"
assert_loss_finite,NQ_GLOBEX_B1_30min/S-B_q0.80,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B1_30min/S-B_q0.80: 13 non-finite of 117229 entries (shape (16747, 7)); by model: M6_PARK=13"
assert_loss_finite,NQ_GLOBEX_B1_30min/S-C_q0.80,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B1_30min/S-C_q0.80: 345 non-finite of 117229 entries (shape (16747, 7)); by model: M1_EWMA=48, M2_HAR=48, M3_HARJ=48, M4_HARQ=48, M5_RGARCH=48, M6_PARK=57, M6_GK=48"
assert_loss_finite,NQ_GLOBEX_B1_30min/S-B_q0.90,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B1_30min/S-B_q0.90: 9 non-finite of 58618 entries (shape (8374, 7)); by model: M6_PARK=9"
assert_loss_finite,NQ_GLOBEX_B1_30min/S-C_q0.90,,FAIL,"[assert_loss_finite] cell=NQ_GLOBEX_B1_30min/S-C_q0.90: 281 non-finite of 58618 entries (shape (8374, 7)); by model: M1_EWMA=39, M2_HAR=39, M3_HARJ=39, M4_HARQ=39, M5_RGARCH=39, M6_PARK=47, M6_GK=39"
assert_loss_finite,NQ_RTH_B0_1day/S-A,,PASS,
assert_loss_finite,NQ_RTH_B0_1day/S-B_q0.80,,PASS,
assert_loss_finite,NQ_RTH_B0_1day/S-C_q0.80,,PASS,
assert_loss_finite,NQ_RTH_B0_1day/S-B_q0.90,,PASS,
assert_loss_finite,NQ_RTH_B0_1day/S-C_q0.90,,PASS,
assert_loss_finite,NQ_RTH_B0_1h/S-A,,PASS,
assert_loss_finite,NQ_RTH_B0_1h/S-B_q0.80,,PASS,
assert_loss_finite,NQ_RTH_B0_1h/S-C_q0.80,,PASS,
assert_loss_finite,NQ_RTH_B0_1h/S-B_q0.90,,PASS,
assert_loss_finite,NQ_RTH_B0_1h/S-C_q0.90,,PASS,
assert_loss_finite,NQ_RTH_B0_30min/S-A,,PASS,
assert_loss_finite,NQ_RTH_B0_30min/S-B_q0.80,,PASS,
assert_loss_finite,NQ_RTH_B0_30min/S-C_q0.80,,PASS,
assert_loss_finite,NQ_RTH_B0_30min/S-B_q0.90,,PASS,
assert_loss_finite,NQ_RTH_B0_30min/S-C_q0.90,,PASS,
assert_loss_finite,NQ_RTH_B1_1day/S-A,,PASS,
assert_loss_finite,NQ_RTH_B1_1day/S-B_q0.80,,PASS,
assert_loss_finite,NQ_RTH_B1_1day/S-C_q0.80,,PASS,
assert_loss_finite,NQ_RTH_B1_1day/S-B_q0.90,,PASS,
assert_loss_finite,NQ_RTH_B1_1day/S-C_q0.90,,PASS,
assert_loss_finite,NQ_RTH_B1_1h/S-A,,PASS,
assert_loss_finite,NQ_RTH_B1_1h/S-B_q0.80,,PASS,
assert_loss_finite,NQ_RTH_B1_1h/S-C_q0.80,,PASS,
assert_loss_finite,NQ_RTH_B1_1h/S-B_q0.90,,PASS,
assert_loss_finite,NQ_RTH_B1_1h/S-C_q0.90,,PASS,
assert_loss_finite,NQ_RTH_B1_30min/S-A,,PASS,
assert_loss_finite,NQ_RTH_B1_30min/S-B_q0.80,,PASS,
assert_loss_finite,NQ_RTH_B1_30min/S-C_q0.80,,PASS,
assert_loss_finite,NQ_RTH_B1_30min/S-B_q0.90,,PASS,
assert_loss_finite,NQ_RTH_B1_30min/S-C_q0.90,,PASS,
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y0/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y0/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-1.080849]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2016/t2,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2016/t2 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [-0.107119]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2016/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2016/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.083665]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2016/t2,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2016/t2 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [-0.023796]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2016/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2016/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.026464]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2016/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2016/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-0.826088]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2016/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2016/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.387678]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2016/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2016/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.388284]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2017/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2017/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.345702]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2017/t2,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2017/t2 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [-1.023111]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2017/t2,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2017/t2 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [-1.023655]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2017/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2017/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-3.770951]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2018/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2018/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.19686]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2018/t1,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2018/t1 estimator=E2: 1 of 1 outside [0,1]; offending values [-0.037595]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2018/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2018/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-1.172621]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2018/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2018/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [5.351318]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2018/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2018/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [3.09007]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2019/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2019/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.340654]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2019/t1,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2019/t1 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [2.414162]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2019/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2019/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [2.856029]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2019/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2019/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-1.126017]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2019/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2019/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-0.479478]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2019/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2019/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-1.386379]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2019/t3,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2019/t3 estimator=E2: 1 of 1 outside [0,1]; offending values [-0.646152]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2020/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2020/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.122738]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2020/t1,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2020/t1 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.430819]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2020/t1,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2020/t1 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.430622]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2020/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2020/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.753162]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2020/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2020/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-1.116732]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2020/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2020/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-1.393971]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2020/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2020/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.153149]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2021/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2021/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.406052]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2021/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2021/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [2.170765]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2021/t1,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2021/t1 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [-0.033904]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2021/t1,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2021/t1 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.178357]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2021/t1,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2021/t1 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [-0.038293]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2021/t1,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2021/t1 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.178151]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2021/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2021/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.579469]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2021/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2021/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.398848]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2021/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2021/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-0.912336]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2021/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2021/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.284689]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2021/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2021/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.284938]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2022/t2,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2022/t2 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [-0.13323]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2022/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2022/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.197533]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2022/t2,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2022/t2 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [-0.119893]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2022/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2022/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.203235]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2022/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2022/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-1.770182]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2022/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2022/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.057623]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2023/t1,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2023/t1 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [-0.32229]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2023/t1,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2023/t1 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [-0.321308]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2023/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2023/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-0.317738]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2023/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2023/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.539588]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2023/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2023/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.376015]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M23/y2023/t3,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M23/y2023/t3 estimator=E2: 1 of 1 outside [0,1]; offending values [-0.832176]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M46/y0/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M46/y0/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.011324]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M46/y0/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M46/y0/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-0.030728]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M46/y2016/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M46/y2016/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.021417]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M46/y2016/t1,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M46/y2016/t1 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-4.572898]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M46/y2016/t1,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M46/y2016/t1 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [19.669591]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M46/y2016/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M46/y2016/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-0.097628]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M46/y2016/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M46/y2016/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.138341]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M46/y2017/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M46/y2017/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.051986]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M46/y2017/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M46/y2017/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.422404]"
assert_lambda_in_unit,ES/GLOBEX/B0/1day/M46/y2017/t2,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B0/1day/M46/y2017/t2 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [-0.073526]"
