cell,stratum,key,n_windows,n_grid,b,c,A,rmse,cond,degenerate,reason
NQ/RTH/B1/1h,year,2021,1434,9,-0.9496198231995575,1.1554841204835133,2.6943846269898253,0.017927872152411345,60.759849231265086,False,
NQ/RTH/B1/1h,year,2022,1428,9,-1.1049831871377451,0.7144421954260571,2.9422053466316336,0.011687570646014035,78.08963025020302,False,
NQ/RTH/B1/1h,year,2023,1416,9,-0.8734384001003813,0.5951151378609669,2.422210271870222,0.01767278902533716,53.208188081801126,False,
NQ/RTH/B1/1h,vol_tercile,1,3802,9,-0.00015050895188828043,-401.7906549019349,402.675311045397,0.0517720604936632,189815268281.50955,True,|b|=0.000151 <= 0.01; cond=1.9e+11 > 1e8
NQ/RTH/B1/1h,vol_tercile,2,3802,9,-56.777146390032776,0.43347858688105756,-4.3778992260303856e+33,0.01809621464661095,3.002978337846214e+300,True,A=-4.38e+33 <= 0; cond=3e+300 > 1e8
NQ/RTH/B1/1h,vol_tercile,3,3802,9,-55.581044776459514,0.6684676173143317,-4.19017075136728e+32,0.027527093921003064,3.00074336483438e+300,True,A=-4.19e+32 <= 0; cond=3e+300 > 1e8
NQ/RTH/B1/30min,pooled,all,22812,5,-0.7009504660809367,1.3684356791732393,2.3299100072766117,0.005302468130276586,73.86245739384485,False,
NQ/RTH/B1/30min,year,2016,2868,5,-0.8656721672178834,1.0078991406546272,3.0253525984881997,0.0045635748298788635,99.49007022386495,False,
NQ/RTH/B1/30min,year,2017,2844,5,-0.6819563293817682,0.6650977584498922,2.5809183960756807,0.016265928575483406,75.12312640116767,False,
NQ/RTH/B1/30min,year,2018,2832,5,-0.7827197432829364,1.2948293849882924,2.2569340556644373,0.02078592950067381,81.28025141939156,False,
NQ/RTH/B1/30min,year,2019,2844,5,-1.0980803906272574,1.2052527806476476,3.3317443565889038,0.006213947840569548,138.97276137020873,False,
NQ/RTH/B1/30min,year,2020,2868,5,-0.8894859547781749,1.523863889926596,2.003541428040129,0.012114717122314775,92.82111995467478,False,
NQ/RTH/B1/30min,year,2021,2868,5,-0.8776180409799512,1.1594579738071165,2.4790294446641354,0.019392206597917093,94.71667731176896,False,
NQ/RTH/B1/30min,year,2022,2856,5,-1.049394018320976,0.7240427510689676,2.7210093784206957,0.006890551800120723,123.93166983291505,False,
NQ/RTH/B1/30min,year,2023,2832,5,-0.8209360893283377,0.5676881703833062,2.488455942717254,0.0035948889478670237,87.87853753769902,False,
NQ/RTH/B1/30min,vol_tercile,1,7604,5,-0.00033663972530083384,-158.6461201217807,159.406350914257,0.057612563940685826,28472194796.301815,True,|b|=0.000337 <= 0.01; cond=2.85e+10 > 1e8
NQ/RTH/B1/30min,vol_tercile,2,7604,5,-66.47763672043835,0.36497613170487175,-6.658545771453236e+45,0.031430319786868784,2.242200966350077e+300,True,A=-6.66e+45 <= 0; cond=2.24e+300 > 1e8
NQ/RTH/B1/30min,vol_tercile,3,7604,5,-65.36625163193129,0.642897623067023,-5.08016643042624e+44,0.032399695537647794,2.2373250272884336e+300,True,A=-5.08e+44 <= 0; cond=2.24e+300 > 1e8
