root,geom,btag,horizon,M,c,c_lo,c_hi,sd_log_iv,sd_log_iv_lo,sd_log_iv_hi,vol_ratio_1sd,var_log_rv_naive,sd_log_iv_naive,overstatement_var,overstatement_sd,is_five_min
ES,GLOBEX,B1,1day,5,1.033909620188399,0.9338853599795304,1.119937727143011,1.0168134638115287,0.9663774417791064,1.0582711028573968,1.6626400521687954,2.023840431381669,1.4226174578507285,0.9574635846921364,0.39909384413345794,False
ES,GLOBEX,B1,1day,6,1.033909620188399,0.9338853599795304,1.119937727143011,1.0168134638115287,0.9663774417791064,1.0582711028573968,1.6626400521687954,2.051730717372776,1.4323863715397378,0.9844391398533554,0.4087012244806758,False
ES,GLOBEX,B1,1day,10,1.033909620188399,0.9338853599795304,1.119937727143011,1.0168134638115287,0.9663774417791064,1.0582711028573968,1.6626400521687954,1.7088961161574752,1.3072475343856935,0.6528486463314656,0.2856316137725712,False
ES,GLOBEX,B1,1day,12,1.033909620188399,0.9338853599795304,1.119937727143011,1.0168134638115287,0.9663774417791064,1.0582711028573968,1.6626400521687954,1.6982411184229056,1.303165806190028,0.6425431055699551,0.2816173787718217,False
ES,GLOBEX,B1,1day,23,1.033909620188399,0.9338853599795304,1.119937727143011,1.0168134638115287,0.9663774417791064,1.0582711028573968,1.6626400521687954,1.5157340588452282,1.2311515174198617,0.46602181588080316,0.2107938783627885,False
ES,GLOBEX,B1,1day,46,1.033909620188399,0.9338853599795304,1.119937727143011,1.0168134638115287,0.9663774417791064,1.0582711028573968,1.6626400521687954,1.4222382308026833,1.192576299782401,0.3755924144931768,0.17285651914169664,False
ES,GLOBEX,B1,1day,138,1.033909620188399,0.9338853599795304,1.119937727143011,1.0168134638115287,0.9663774417791064,1.0582711028573968,1.6626400521687954,1.3109660533866352,1.144974258831453,0.26796968302485746,0.12604159915380464,False
ES,GLOBEX,B1,1day,276,1.033909620188399,0.9338853599795304,1.119937727143011,1.0168134638115287,0.9663774417791064,1.0582711028573968,1.6626400521687954,1.249852873673113,1.11796818992005,0.20886086101545764,0.09948208762828759,True
ES,GLOBEX,B1,1day,345,1.033909620188399,0.9338853599795304,1.119937727143011,1.0168134638115287,0.9663774417791064,1.0582711028573968,1.6626400521687954,1.2194569006340703,1.1042902248204818,0.17946179900314774,0.08603029377782456,False
ES,GLOBEX,B1,1day,1379,1.033909620188399,0.9338853599795304,1.119937727143011,1.0168134638115287,0.9663774417791064,1.0582711028573968,1.6626400521687954,1.0409288255129356,1.020259195260173,0.0067889931455107355,0.0033887547433999465,False
NQ,GLOBEX,B0,1day,5,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.041794563841829,1.007521338657526,1.076062067706298,1.683537580014721,1.9047466132895816,1.3801255788114288,0.7549834940826818,0.3247579001774934,False
NQ,GLOBEX,B0,1day,6,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.041794563841829,1.007521338657526,1.076062067706298,1.683537580014721,1.9098481225723505,1.3819725476912885,0.7596838907253127,0.3265307726265956,False
NQ,GLOBEX,B0,1day,10,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.041794563841829,1.007521338657526,1.076062067706298,1.683537580014721,1.5469320818524759,1.2437572439396989,0.4253025841738636,0.1938603704679469,False
NQ,GLOBEX,B0,1day,12,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.041794563841829,1.007521338657526,1.076062067706298,1.683537580014721,1.576836622142808,1.255721554383299,0.452855842041074,0.20534469843322167,False
NQ,GLOBEX,B0,1day,23,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.041794563841829,1.007521338657526,1.076062067706298,1.683537580014721,1.3692953966753894,1.1701689607383154,0.26163280875373895,0.12322429138339897,False
NQ,GLOBEX,B0,1day,46,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.041794563841829,1.007521338657526,1.076062067706298,1.683537580014721,1.2846384661064232,1.1334189278931348,0.18363213676322698,0.08794859104795338,False
NQ,GLOBEX,B0,1day,138,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.041794563841829,1.007521338657526,1.076062067706298,1.683537580014721,1.190400689682948,1.0910548518213683,0.0968039250796664,0.04728407086122832,False
NQ,GLOBEX,B0,1day,276,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.041794563841829,1.007521338657526,1.076062067706298,1.683537580014721,1.1546778485307942,1.0745593741300636,0.06388983763813849,0.03145035636143856,True
