arm,root,geom,position,H,sigma_w,kappa,seed_index,seed,b,c,A,rmse,cond,corr_cb,corr_Ab
A8,ES,GLOBEX,start,0.05,2.3032048768699176,5.20248287031427,2,2162646090,-0.9291934648996115,1.0279977895432493,2.551037268649844,0.01704400838294366,59.46827820659278,-0.7057232736741607,-0.9698169092069281
A8,ES,GLOBEX,start,0.05,2.3032048768699176,5.20248287031427,3,2686396146,-0.9932626609316018,1.0621815927890357,3.2724638514281397,0.009117760784970043,70.03196128666079,-0.682076844009408,-0.9728514522682178
A8,ES,GLOBEX,start,0.05,2.3032048768699176,5.20248287031427,4,1392442453,-0.8031338347124157,1.031594405791428,2.005978359763468,0.0052693873633514465,44.86180150731868,-0.7592182174105069,-0.962035626287564
A8,ES,GLOBEX,start,0.1,2.2799829635322095,5.20248287031427,0,3745329083,-0.8672001488971167,1.0801918852607388,2.5649047886930245,0.007976687129543207,52.678146561858846,-0.7309409997175599,-0.9663549298328683
A8,ES,GLOBEX,start,0.1,2.2799829635322095,5.20248287031427,1,3625730790,-0.9721597423119429,1.0185933455930631,2.6920860608576334,0.023951719950637884,65.30719513379682,-0.689581217160708,-0.9719050202907625
A8,ES,GLOBEX,start,0.1,2.2799829635322095,5.20248287031427,2,3034558808,-0.8491256044946666,1.023033613882359,2.274773802249289,0.008558087915977508,49.92906878207525,-0.7387053223718839,-0.9652235512352543
A8,ES,GLOBEX,start,0.1,2.2799829635322095,5.20248287031427,3,1536921591,-0.9109082273961466,1.0065886853337918,2.792964544791648,0.010976184431111514,58.1330413593554,-0.7129283388503951,-0.9688562950466463
A8,ES,GLOBEX,start,0.1,2.2799829635322095,5.20248287031427,4,2069497495,-0.8805320433221987,1.0334585758157955,2.727873422102271,0.01150736758072148,54.64078360841829,-0.7253295108833702,-0.9671512867800394
A8,ES,GLOBEX,start,0.2,2.6065675798952577,5.20248287031427,0,1226314174,-0.8449547924951636,1.0474280461756353,2.598998160240484,0.013670978730925683,50.646991318070846,-0.7405210386665663,-0.9649535988616984
A8,ES,GLOBEX,start,0.2,2.6065675798952577,5.20248287031427,1,1791883183,-0.9017477656648497,1.0390441283349792,2.9379557856514436,0.012489894345000434,57.70080707922812,-0.7166101330656253,-0.9683573549124621
A8,ES,GLOBEX,start,0.2,2.6065675798952577,5.20248287031427,2,2193354692,-0.7780691418976053,1.0076324941108132,2.5637997128423744,0.011712183223704126,44.8152727974959,-0.7708075602267979,-0.9600761379125456
A8,ES,GLOBEX,start,0.2,2.6065675798952577,5.20248287031427,3,3502193153,-0.9113237844860009,0.9546113855009671,3.3087050713124158,0.013853962777439454,60.381428945859575,-0.7127599311059716,-0.9688789830378635
A8,ES,GLOBEX,start,0.2,2.6065675798952577,5.20248287031427,4,2950223563,-0.8478214046277885,1.0552990072940465,3.276205906611986,0.009432420763405336,54.158419520110854,-0.7392732710376918,-0.9651393411692709
A8,ES,GLOBEX,start,0.3,2.9202926112115386,5.20248287031427,0,731414470,-0.7966825662391547,1.011900408950708,2.748007102296884,0.006958185519117509,47.15659417493233,-0.7621790295369947,-0.9615473024025911
A8,ES,GLOBEX,start,0.3,2.9202926112115386,5.20248287031427,1,55463846,-0.8290997391011605,0.9637246396820027,3.0936610042873274,0.010203620530684635,51.57632179062723,-0.747509416470921,-0.9638938643042585
A8,ES,GLOBEX,start,0.3,2.9202926112115386,5.20248287031427,2,3237374065,-0.8549644095192116,0.9656977535006633,3.1162671983887793,0.00575176029843261,53.93310887357724,-0.7361770436420804,-0.9655959438074733
A8,ES,GLOBEX,start,0.3,2.9202926112115386,5.20248287031427,3,433180492,-0.7850360061679921,0.9954106998536018,2.9463222067470043,0.010380872792979891,47.32025613366229,-0.7675627008587731,-0.9606381709042704
A8,ES,GLOBEX,start,0.3,2.9202926112115386,5.20248287031427,4,1729631305,-0.856121575918186,1.0698382598997096,2.9879103406310126,0.012084330683282586,53.399772250969384,-0.7356785651764821,-0.9656689032705045
A8,ES,GLOBEX,start,0.45,3.602184229880572,5.20248287031427,0,323025639,-0.8381687343976068,0.9892063400742842,3.448422574368721,0.016187777785010807,54.34612281155237,-0.7434933248276085,-0.9645070061046906
A8,ES,GLOBEX,start,0.45,3.602184229880572,5.20248287031427,1,1174543991,-0.868640851014621,1.057285621298289,3.7853217171522417,0.01365699117000801,58.95910493716784,-0.7303304002745724,-0.9664424069027079
