nu,nsr,n,M,master,estimator,mean_recovery,sd_recovery
3.0,0.0001,390,13,338961480,E4,1.2232321897072924,0.0707217112817891
3.0,0.0001,390,26,338961480,E1_a_L1-5,0.9793547595975659,0.030041577847542612
3.0,0.0001,390,26,338961480,E1_a_L1-10,0.98020603625074,0.030210030001288822
3.0,0.0001,390,26,338961480,E1_d_L1-5,1.0373588481324103,0.037228499493976434
3.0,0.0001,390,26,338961480,E1_d_L1-10,1.1076985440014733,0.051079268532874686
3.0,0.0001,390,26,338961480,E2,0.9796867771959701,0.02978708984125042
3.0,0.0001,390,26,338961480,E4,1.1428347465759223,0.05581818113358616
3.0,0.0001,390,78,338961480,E1_a_L1-5,0.9469366988313169,0.024900526679293655
3.0,0.0001,390,78,338961480,E1_a_L1-10,0.9468191432565192,0.024795222777798415
3.0,0.0001,390,78,338961480,E1_d_L1-5,1.0028031127181005,0.03282363978555546
3.0,0.0001,390,78,338961480,E1_d_L1-10,1.0700359168313864,0.04783116486081488
3.0,0.0001,390,78,338961480,E2,0.9436731530602159,0.022393740190764514
3.0,0.0001,390,78,338961480,E4,1.073653642040894,0.04717291200235668
3.0,0.0001,390,195,338961480,E1_a_L1-5,0.8767833035365821,0.02815212473419783
3.0,0.0001,390,195,338961480,E1_a_L1-10,0.8770381456290633,0.027704197272130693
3.0,0.0001,390,195,338961480,E1_d_L1-5,0.9274515265173549,0.035350737134502645
3.0,0.0001,390,195,338961480,E1_d_L1-10,0.9913640165142173,0.04879781997000125
3.0,0.0001,390,195,338961480,E2,0.8711963808902219,0.0261512640393314
3.0,0.0001,390,195,338961480,E4,0.9911917992492296,0.04815394277200653
3.0,0.0001,390,390,338961480,E1_a_L1-5,0.7814299601220518,0.03436367517068366
3.0,0.0001,390,390,338961480,E1_a_L1-10,0.7816720376766003,0.03460459668243286
3.0,0.0001,390,390,338961480,E1_d_L1-5,0.827161699010768,0.04022610734331456
3.0,0.0001,390,390,338961480,E1_d_L1-10,0.8844409045504145,0.05282966346830463
3.0,0.0001,390,390,338961480,E2,0.7731501572585157,0.03380983544529622
3.0,0.0001,390,390,338961480,E4,0.8850974182838561,0.052340143934039726
3.0,0.0001,390,13,1861959406,E1_a_L1-5,0.9928429044363637,0.036609343403872015
3.0,0.0001,390,13,1861959406,E1_a_L1-10,0.9921446440087989,0.03579371372175248
3.0,0.0001,390,13,1861959406,E1_d_L1-5,1.0561807611656437,0.04617666174618801
3.0,0.0001,390,13,1861959406,E1_d_L1-10,1.1260915204641035,0.05642382675069757
3.0,0.0001,390,13,1861959406,E2,0.9926972293290932,0.042892409469797124
3.0,0.0001,390,13,1861959406,E4,1.2173125099040591,0.060467645500959455
3.0,0.0001,390,26,1861959406,E1_a_L1-5,0.9805937261513777,0.02922322230619251
3.0,0.0001,390,26,1861959406,E1_a_L1-10,0.9815253360669979,0.028614275480121104
3.0,0.0001,390,26,1861959406,E1_d_L1-5,1.040174783643665,0.03664109078923898
3.0,0.0001,390,26,1861959406,E1_d_L1-10,1.1120182155654328,0.04843053516459769
3.0,0.0001,390,26,1861959406,E2,0.9803325450462792,0.0301375479398694
3.0,0.0001,390,26,1861959406,E4,1.1360002551402235,0.04592640492326678
3.0,0.0001,390,78,1861959406,E1_a_L1-5,0.9467708384402671,0.025841656142265343
3.0,0.0001,390,78,1861959406,E1_a_L1-10,0.9470827806822407,0.025364309123977895
3.0,0.0001,390,78,1861959406,E1_d_L1-5,1.0042018417541558,0.032476963067584144
3.0,0.0001,390,78,1861959406,E1_d_L1-10,1.0728276569228443,0.04687531653349081
3.0,0.0001,390,78,1861959406,E2,0.9431532358125119,0.023354145695333305
3.0,0.0001,390,78,1861959406,E4,1.0679064282212731,0.04004799372301833
3.0,0.0001,390,195,1861959406,E1_a_L1-5,0.8762663827012881,0.027838886075971042
3.0,0.0001,390,195,1861959406,E1_a_L1-10,0.8770918953936429,0.02789937964161882
3.0,0.0001,390,195,1861959406,E1_d_L1-5,0.9290994508108743,0.0335300476297103
3.0,0.0001,390,195,1861959406,E1_d_L1-10,0.994242270711913,0.04734458645083836
3.0,0.0001,390,195,1861959406,E2,0.8710706031887208,0.025655867869779667
3.0,0.0001,390,195,1861959406,E4,0.9857866161219699,0.0414372847146484
3.0,0.0001,390,390,1861959406,E1_a_L1-5,0.7811158935336673,0.03499975894543837
3.0,0.0001,390,390,1861959406,E1_a_L1-10,0.7816340692082611,0.035140858509420454
3.0,0.0001,390,390,1861959406,E1_d_L1-5,0.8281744254027792,0.04011474418111909
3.0,0.0001,390,390,1861959406,E1_d_L1-10,0.8871966782017977,0.0513425541717393
3.0,0.0001,390,390,1861959406,E2,0.77324198091357,0.03374604529478334
3.0,0.0001,390,390,1861959406,E4,0.8798567504372116,0.04677482841423744
3.0,0.0001,1380,23,2092611599,E1_a_L1-5,0.9808138935279334,0.03017949638985778
3.0,0.0001,1380,23,2092611599,E1_a_L1-10,0.9810246998973733,0.030513510069842976
3.0,0.0001,1380,23,2092611599,E1_d_L1-5,1.0401029066617893,0.03600896395678158
3.0,0.0001,1380,23,2092611599,E1_d_L1-10,1.109973006822753,0.04870863266679629
3.0,0.0001,1380,23,2092611599,E2,0.9755000856063037,0.029068111439908992
3.0,0.0001,1380,23,2092611599,E4,1.121339201413752,0.048438374903211345
3.0,0.0001,1380,46,2092611599,E1_a_L1-5,0.9678621619465008,0.025312980735422298
3.0,0.0001,1380,46,2092611599,E1_a_L1-10,0.9685620628418329,0.02539347265601898
3.0,0.0001,1380,46,2092611599,E1_d_L1-5,1.0256703293974012,0.030314151602745226
3.0,0.0001,1380,46,2092611599,E1_d_L1-10,1.0952218535143754,0.04279409409572008
3.0,0.0001,1380,46,2092611599,E2,0.958745282676743,0.022120098600604335
3.0,0.0001,1380,46,2092611599,E4,1.0670832966869002,0.038290649580556724
3.0,0.0001,1380,138,2092611599,E1_a_L1-5,0.9116951759403713,0.022759589461929155
3.0,0.0001,1380,138,2092611599,E1_a_L1-10,0.911605743821396,0.02287302974239522
3.0,0.0001,1380,138,2092611599,E1_d_L1-5,0.9663379647277452,0.02882412626695899
3.0,0.0001,1380,138,2092611599,E1_d_L1-10,1.0329767890459098,0.0426286494408887
3.0,0.0001,1380,138,2092611599,E2,0.8898537158501124,0.022146401045107185
3.0,0.0001,1380,138,2092611599,E4,0.988172429662937,0.034440530116350614
3.0,0.0001,1380,345,2092611599,E1_a_L1-5,0.8089498576809769,0.03041779870792479
3.0,0.0001,1380,345,2092611599,E1_a_L1-10,0.8091454582182667,0.030786854789052815
3.0,0.0001,1380,345,2092611599,E1_d_L1-5,0.8566914553135948,0.03441780961663958
3.0,0.0001,1380,345,2092611599,E1_d_L1-10,0.9169489016308643,0.04767733777387469
3.0,0.0001,1380,345,2092611599,E2,0.7693233794574772,0.03177634882153788
3.0,0.0001,1380,345,2092611599,E4,0.8752731459896832,0.03953639793910158
3.0,0.0001,1380,1380,2092611599,E1_a_L1-5,0.5120355092779089,0.04343871705832086
3.0,0.0001,1380,1380,2092611599,E1_a_L1-10,0.5119852061804651,0.0434068937233032
3.0,0.0001,1380,1380,2092611599,E1_d_L1-5,0.5431568568955641,0.04607074587688641
3.0,0.0001,1380,1380,2092611599,E1_d_L1-10,0.5807026153936742,0.05160077760935831
3.0,0.0001,1380,1380,2092611599,E2,0.4561638521622395,0.04210253776743478
3.0,0.0001,1380,1380,2092611599,E4,0.5582675656257358,0.04869780745680776
3.0,0.0001,1380,23,2383867976,E1_a_L1-5,0.9817780286408344,0.030271771254042214
3.0,0.0001,1380,23,2383867976,E1_a_L1-10,0.9832122852561753,0.02981186968166779
3.0,0.0001,1380,23,2383867976,E1_d_L1-5,1.0407674141525112,0.03791720510387637
3.0,0.0001,1380,23,2383867976,E1_d_L1-10,1.1121751857007736,0.04995676171984693
3.0,0.0001,1380,23,2383867976,E2,0.9759046792007109,0.02823979124138437
3.0,0.0001,1380,23,2383867976,E4,1.120998786711204,0.04844093522248265
3.0,0.0001,1380,46,2383867976,E1_a_L1-5,0.9680974533559129,0.02576564865055465
3.0,0.0001,1380,46,2383867976,E1_a_L1-10,0.9691929415706122,0.026248040263851607
3.0,0.0001,1380,46,2383867976,E1_d_L1-5,1.0249504740317261,0.03126637531379408
3.0,0.0001,1380,46,2383867976,E1_d_L1-10,1.0975079706943904,0.0466006692147846
3.0,0.0001,1380,46,2383867976,E2,0.959296053738691,0.022098063623856513
3.0,0.0001,1380,46,2383867976,E4,1.0672510407434537,0.038878963479766354
3.0,0.0001,1380,138,2383867976,E1_a_L1-5,0.9144950984580481,0.023880971674644706
3.0,0.0001,1380,138,2383867976,E1_a_L1-10,0.9151974082794899,0.023931172482745393
3.0,0.0001,1380,138,2383867976,E1_d_L1-5,0.9695949081743902,0.030948863174096918
3.0,0.0001,1380,138,2383867976,E1_d_L1-10,1.03658471341942,0.04493964516728564
3.0,0.0001,1380,138,2383867976,E2,0.8925281393629158,0.023184962151875137
3.0,0.0001,1380,138,2383867976,E4,0.9897369869083178,0.034556218501905996
3.0,0.0001,1380,345,2383867976,E1_a_L1-5,0.811807827717272,0.03281611488095492
3.0,0.0001,1380,345,2383867976,E1_a_L1-10,0.8120305713180115,0.03300703787180233
3.0,0.0001,1380,345,2383867976,E1_d_L1-5,0.8600699912734953,0.03841105008441862
3.0,0.0001,1380,345,2383867976,E1_d_L1-10,0.9212833480181654,0.05175348286839864
3.0,0.0001,1380,345,2383867976,E2,0.7728399715936288,0.03531601854551033
3.0,0.0001,1380,345,2383867976,E4,0.8772335075504222,0.04197653097847002
3.0,0.0001,1380,1380,2383867976,E1_a_L1-5,0.5154068447330903,0.05052955012801019
3.0,0.0001,1380,1380,2383867976,E1_a_L1-10,0.51577534476299,0.05050673513436921
3.0,0.0001,1380,1380,2383867976,E1_d_L1-5,0.5469026465164253,0.0545330731404627
3.0,0.0001,1380,1380,2383867976,E1_d_L1-10,0.584793952687185,0.06048058897002656
3.0,0.0001,1380,1380,2383867976,E2,0.45980153518713157,0.04937130850308819
3.0,0.0001,1380,1380,2383867976,E4,0.5616920088739829,0.05581892171822225
3.0,0.0001,1380,23,3610172792,E1_a_L1-5,0.9818842139846464,0.03166265227114401
3.0,0.0001,1380,23,3610172792,E1_a_L1-10,0.9818417699123824,0.031696963459533954
3.0,0.0001,1380,23,3610172792,E1_d_L1-5,1.0429309951775727,0.03984135319325315
3.0,0.0001,1380,23,3610172792,E1_d_L1-10,1.113814079139039,0.05230270055446351
3.0,0.0001,1380,23,3610172792,E2,0.9792554223070682,0.031028738831419923
3.0,0.0001,1380,23,3610172792,E4,1.122919939928398,0.05058233014701015
3.0,0.0001,1380,46,3610172792,E1_a_L1-5,0.9675342336579871,0.02417165941229089
3.0,0.0001,1380,46,3610172792,E1_a_L1-10,0.9676371068298877,0.024190428663885002
3.0,0.0001,1380,46,3610172792,E1_d_L1-5,1.026163513599611,0.03031050057836738
3.0,0.0001,1380,46,3610172792,E1_d_L1-10,1.0969599658444344,0.04649576203846426
3.0,0.0001,1380,46,3610172792,E2,0.9608928318517818,0.021874933753836576
3.0,0.0001,1380,46,3610172792,E4,1.068150112651464,0.03866876463509617
3.0,0.0001,1380,138,3610172792,E1_a_L1-5,0.9140955706396451,0.023980450275333583
3.0,0.0001,1380,138,3610172792,E1_a_L1-10,0.9140296213014352,0.02433229545674515
3.0,0.0001,1380,138,3610172792,E1_d_L1-5,0.9703857828604896,0.031245448013198177
3.0,0.0001,1380,138,3610172792,E1_d_L1-10,1.0361691957064056,0.04806360442600507
3.0,0.0001,1380,138,3610172792,E2,0.8932259699063779,0.023512161979531557
3.0,0.0001,1380,138,3610172792,E4,0.9910837704683877,0.03712112745074683
3.0,0.0001,1380,345,3610172792,E1_a_L1-5,0.813131068458336,0.03309275540706261
3.0,0.0001,1380,345,3610172792,E1_a_L1-10,0.8129644511474662,0.033190192686274655
3.0,0.0001,1380,345,3610172792,E1_d_L1-5,0.8623872565550572,0.04030304056917567
3.0,0.0001,1380,345,3610172792,E1_d_L1-10,0.9215135161505529,0.05386907998972043
3.0,0.0001,1380,345,3610172792,E2,0.7747660250308693,0.03495636278870218
3.0,0.0001,1380,345,3610172792,E4,0.8799294927439071,0.044835951354470535
3.0,0.0001,1380,1380,3610172792,E1_a_L1-5,0.5184828188525207,0.04937373654732789
3.0,0.0001,1380,1380,3610172792,E1_a_L1-10,0.5187090712211068,0.049298741948490196
3.0,0.0001,1380,1380,3610172792,E1_d_L1-5,0.5499236524208855,0.0549312641529941
3.0,0.0001,1380,1380,3610172792,E1_d_L1-10,0.5889694201668604,0.06211359770462229
3.0,0.0001,1380,1380,3610172792,E2,0.4630909959188008,0.04795067406459572
3.0,0.0001,1380,1380,3610172792,E4,0.5656083495183869,0.05690361203742619
3.0,0.0001,1380,23,338961480,E1_a_L1-5,0.9866310739704577,0.029449972710644683
3.0,0.0001,1380,23,338961480,E1_a_L1-10,0.98735907273855,0.029677860402020067
3.0,0.0001,1380,23,338961480,E1_d_L1-5,1.0472729603142803,0.035654910736536205
3.0,0.0001,1380,23,338961480,E1_d_L1-10,1.1185347029724082,0.049120135491001804
3.0,0.0001,1380,23,338961480,E2,0.9824769935079436,0.02823483854180037
3.0,0.0001,1380,23,338961480,E4,1.127199838410133,0.04324869176467526
3.0,0.0001,1380,46,338961480,E1_a_L1-5,0.9700051774393841,0.024245231093038368
3.0,0.0001,1380,46,338961480,E1_a_L1-10,0.9705114723857758,0.025296005603471103
3.0,0.0001,1380,46,338961480,E1_d_L1-5,1.02788068127668,0.030064742656820312
3.0,0.0001,1380,46,338961480,E1_d_L1-10,1.1003327807893788,0.04370873547761585
3.0,0.0001,1380,46,338961480,E2,0.9626014504431534,0.021763438428697306
3.0,0.0001,1380,46,338961480,E4,1.0707109298086812,0.034728503041190684
3.0,0.0001,1380,138,338961480,E1_a_L1-5,0.91530648551989,0.02291179090466022
3.0,0.0001,1380,138,338961480,E1_a_L1-10,0.9153600589461326,0.022918120150945458
3.0,0.0001,1380,138,338961480,E1_d_L1-5,0.9698168331828108,0.026771965038722048
3.0,0.0001,1380,138,338961480,E1_d_L1-10,1.0386547755285263,0.040080497634073016
3.0,0.0001,1380,138,338961480,E2,0.8938992058631,0.02092764463284763
3.0,0.0001,1380,138,338961480,E4,0.9929342643034385,0.03073633369203251
3.0,0.0001,1380,345,338961480,E1_a_L1-5,0.812114202908163,0.030311948491437854
3.0,0.0001,1380,345,338961480,E1_a_L1-10,0.812282782076482,0.030452650521088018
3.0,0.0001,1380,345,338961480,E1_d_L1-5,0.8604035999926218,0.034773843383587966
3.0,0.0001,1380,345,338961480,E1_d_L1-10,0.9213644633653931,0.04418948017499434
3.0,0.0001,1380,345,338961480,E2,0.7736452595244804,0.03176615313442152
3.0,0.0001,1380,345,338961480,E4,0.8800704817228473,0.03708729053146911
3.0,0.0001,1380,1380,338961480,E1_a_L1-5,0.5155158262677365,0.046006224929194754
3.0,0.0001,1380,1380,338961480,E1_a_L1-10,0.5158211275474571,0.04575671561814196
3.0,0.0001,1380,1380,338961480,E1_d_L1-5,0.5468138527247249,0.049144300344934305
3.0,0.0001,1380,1380,338961480,E1_d_L1-10,0.5854958037843957,0.0539971900465892
3.0,0.0001,1380,1380,338961480,E2,0.4600430505235822,0.04499514279763413
3.0,0.0001,1380,1380,338961480,E4,0.5629341722864718,0.05051947784192627
3.0,0.0001,1380,23,1861959406,E1_a_L1-5,0.9801488568952027,0.03109617721388719
3.0,0.0001,1380,23,1861959406,E1_a_L1-10,0.9803956084830884,0.030884320453400504
3.0,0.0001,1380,23,1861959406,E1_d_L1-5,1.0420704614621275,0.038109386632754726
3.0,0.0001,1380,23,1861959406,E1_d_L1-10,1.1126950062222032,0.053775494630090175
3.0,0.0001,1380,23,1861959406,E2,0.9753071193217169,0.028368853831533505
3.0,0.0001,1380,23,1861959406,E4,1.1197850600859607,0.04634114828390745
3.0,0.0001,1380,46,1861959406,E1_a_L1-5,0.9684412613407715,0.02514199179534542
3.0,0.0001,1380,46,1861959406,E1_a_L1-10,0.9684383491165477,0.02516543384520204
3.0,0.0001,1380,46,1861959406,E1_d_L1-5,1.0271375935324796,0.032983553275621934
3.0,0.0001,1380,46,1861959406,E1_d_L1-10,1.0991820824596328,0.051139730050686526
3.0,0.0001,1380,46,1861959406,E2,0.9595126870391439,0.022716990212275797
3.0,0.0001,1380,46,1861959406,E4,1.06778796531457,0.038347361515230854
3.0,0.0001,1380,138,1861959406,E1_a_L1-5,0.9135292048982564,0.023667184229433137
3.0,0.0001,1380,138,1861959406,E1_a_L1-10,0.9135070943449264,0.024751675596904013
3.0,0.0001,1380,138,1861959406,E1_d_L1-5,0.9680686394220939,0.029445165196166967
3.0,0.0001,1380,138,1861959406,E1_d_L1-10,1.0379830501779481,0.048112004269752054
3.0,0.0001,1380,138,1861959406,E2,0.8922382374338457,0.02260569967993015
3.0,0.0001,1380,138,1861959406,E4,0.9901280792024607,0.03538273049054745
3.0,0.0001,1380,345,1861959406,E1_a_L1-5,0.8094082924405821,0.032826616883950305
3.0,0.0001,1380,345,1861959406,E1_a_L1-10,0.8095003701820843,0.033882339254774844
3.0,0.0001,1380,345,1861959406,E1_d_L1-5,0.8582818501581199,0.03777411599617315
3.0,0.0001,1380,345,1861959406,E1_d_L1-10,0.9181470174043883,0.05179252472920494
3.0,0.0001,1380,345,1861959406,E2,0.7709591199951421,0.034243872743834454
3.0,0.0001,1380,345,1861959406,E4,0.8760978029026303,0.04162646193977337
3.0,0.0001,1380,1380,1861959406,E1_a_L1-5,0.5128421522706679,0.04824046445689362
3.0,0.0001,1380,1380,1861959406,E1_a_L1-10,0.5131642598621999,0.04890855548581844
3.0,0.0001,1380,1380,1861959406,E1_d_L1-5,0.5441057880549104,0.05150710839556129
3.0,0.0001,1380,1380,1861959406,E1_d_L1-10,0.5825880143926864,0.058385872574747054
3.0,0.0001,1380,1380,1861959406,E2,0.4573864245301651,0.04702837538412474
3.0,0.0001,1380,1380,1861959406,E4,0.5592083913764209,0.054053286568406564
3.4,1e-05,390,13,2092611599,E1_a_L1-5,1.0007577933286171,0.03767212735510855
3.4,1e-05,390,13,2092611599,E1_a_L1-10,1.0020530099356728,0.036015265439420324
3.4,1e-05,390,13,2092611599,E1_d_L1-5,1.0612518645908218,0.044498485640900476
3.4,1e-05,390,13,2092611599,E1_d_L1-10,1.131463845555996,0.054459374140068614
3.4,1e-05,390,13,2092611599,E2,1.0003218737111916,0.03962412135692949
3.4,1e-05,390,13,2092611599,E4,1.1677028358258856,0.05750994254334688
3.4,1e-05,390,26,2092611599,E1_a_L1-5,0.9990911282988878,0.026017986447736386
3.4,1e-05,390,26,2092611599,E1_a_L1-10,0.9994517433846913,0.024907750335977433
3.4,1e-05,390,26,2092611599,E1_d_L1-5,1.0579673865203392,0.030451823853668833
3.4,1e-05,390,26,2092611599,E1_d_L1-10,1.1279383999467707,0.04499510432200399
3.4,1e-05,390,26,2092611599,E2,0.9966823102954979,0.025830703464779076
3.4,1e-05,390,26,2092611599,E4,1.0968274308422366,0.03619608310725161
3.4,1e-05,390,78,2092611599,E1_a_L1-5,0.9967676226817762,0.019782714194884445
3.4,1e-05,390,78,2092611599,E1_a_L1-10,0.9973061759746338,0.01947682898043416
3.4,1e-05,390,78,2092611599,E1_d_L1-5,1.0543848480940903,0.026022577646434293
3.4,1e-05,390,78,2092611599,E1_d_L1-10,1.127378428038375,0.04392001604270662
3.4,1e-05,390,78,2092611599,E2,0.9958894646896022,0.01735930319174763
3.4,1e-05,390,78,2092611599,E4,1.0672208840803936,0.027427117636096808
3.4,1e-05,390,195,2092611599,E1_a_L1-5,0.9898792173257215,0.016146310671674127
3.4,1e-05,390,195,2092611599,E1_a_L1-10,0.9903892068673288,0.017444747032525895
3.4,1e-05,390,195,2092611599,E1_d_L1-5,1.0473934984598245,0.020588640530643514
3.4,1e-05,390,195,2092611599,E1_d_L1-10,1.1188097054841355,0.03790996695197104
3.4,1e-05,390,195,2092611599,E2,0.9886639012829321,0.014138496050202766
3.4,1e-05,390,195,2092611599,E4,1.0548993251920715,0.024020769281182616
3.4,1e-05,390,390,2092611599,E1_a_L1-5,0.9759456718872093,0.016509169115298605
3.4,1e-05,390,390,2092611599,E1_a_L1-10,0.9766234319584044,0.017464537628632527
3.4,1e-05,390,390,2092611599,E1_d_L1-5,1.0330969269718788,0.021084294950157255
3.4,1e-05,390,390,2092611599,E1_d_L1-10,1.1030092529171414,0.03752040315827281
3.4,1e-05,390,390,2092611599,E2,0.9745358399248445,0.014129028955230601
3.4,1e-05,390,390,2092611599,E4,1.0391766358542625,0.02361122693966891
3.4,1e-05,390,13,2383867976,E1_a_L1-5,1.0019769986493936,0.03630248247791114
3.4,1e-05,390,13,2383867976,E1_a_L1-10,1.003309572135048,0.03659283993051558
3.4,1e-05,390,13,2383867976,E1_d_L1-5,1.0635127926057906,0.04185600011122412
3.4,1e-05,390,13,2383867976,E1_d_L1-10,1.140681920127466,0.05918590081535767
3.4,1e-05,390,13,2383867976,E2,1.002583737188067,0.03780305065471835
3.4,1e-05,390,13,2383867976,E4,1.1762081854153978,0.05373437734499385
3.4,1e-05,390,26,2383867976,E1_a_L1-5,0.9973371014680913,0.02698140105742304
3.4,1e-05,390,26,2383867976,E1_a_L1-10,0.9981765083743713,0.027563664225639654
3.4,1e-05,390,26,2383867976,E1_d_L1-5,1.0585783983137709,0.033819268669206655
3.4,1e-05,390,26,2383867976,E1_d_L1-10,1.1346793533088004,0.05026094454337908
3.4,1e-05,390,26,2383867976,E2,0.9968365320030108,0.02633421846893349
3.4,1e-05,390,26,2383867976,E4,1.1008987100116072,0.03597189418150019
3.4,1e-05,390,78,2383867976,E1_a_L1-5,0.9941231669238985,0.020926539142678963
3.4,1e-05,390,78,2383867976,E1_a_L1-10,0.9943761289074834,0.021650166473469276
3.4,1e-05,390,78,2383867976,E1_d_L1-5,1.0538588362553343,0.028864656898995377
3.4,1e-05,390,78,2383867976,E1_d_L1-10,1.1293001163973613,0.04505135939257358
3.4,1e-05,390,78,2383867976,E2,0.9940622759474581,0.018060926805285663
3.4,1e-05,390,78,2383867976,E4,1.0691704154817636,0.027716748481561963
3.4,1e-05,390,195,2383867976,E1_a_L1-5,0.9869096058031553,0.01787843364261606
3.4,1e-05,390,195,2383867976,E1_a_L1-10,0.9869340177980362,0.01896268169180181
3.4,1e-05,390,195,2383867976,E1_d_L1-5,1.0455703570205508,0.025388167461149136
3.4,1e-05,390,195,2383867976,E1_d_L1-10,1.1202609623582496,0.04323178356640934
3.4,1e-05,390,195,2383867976,E2,0.9865677655319677,0.015442958629839092
3.4,1e-05,390,195,2383867976,E4,1.0558991535566538,0.02614302949228582
3.4,1e-05,390,390,2383867976,E1_a_L1-5,0.9733435368975003,0.016563194813067814
3.4,1e-05,390,390,2383867976,E1_a_L1-10,0.9741703072098743,0.018432542407175043
3.4,1e-05,390,390,2383867976,E1_d_L1-5,1.030897129915691,0.02438675021475473
3.4,1e-05,390,390,2383867976,E1_d_L1-10,1.104838154698178,0.044259957511419444
3.4,1e-05,390,390,2383867976,E2,0.9732630872758287,0.015037275022069294
3.4,1e-05,390,390,2383867976,E4,1.0407879022976148,0.025627199297618117
3.4,1e-05,390,13,3610172792,E1_a_L1-5,1.0027702286806162,0.03679771323873419
3.4,1e-05,390,13,3610172792,E1_a_L1-10,1.0047288745689242,0.03625436262790102
3.4,1e-05,390,13,3610172792,E1_d_L1-5,1.065534071796729,0.04517954439586933
3.4,1e-05,390,13,3610172792,E1_d_L1-10,1.1414091607370447,0.05754005863294065
3.4,1e-05,390,13,3610172792,E2,1.004722771733788,0.04253517219536481
3.4,1e-05,390,13,3610172792,E4,1.1802651225419887,0.05396594835692602
3.4,1e-05,390,26,3610172792,E1_a_L1-5,1.000260740130114,0.02724595124531214
3.4,1e-05,390,26,3610172792,E1_a_L1-10,1.0007717234184905,0.02745140199282352
3.4,1e-05,390,26,3610172792,E1_d_L1-5,1.0616537225909368,0.03465322865375052
3.4,1e-05,390,26,3610172792,E1_d_L1-10,1.1363226429329756,0.04845805455282957
3.4,1e-05,390,26,3610172792,E2,0.9984349650084202,0.028636831052449536
3.4,1e-05,390,26,3610172792,E4,1.1054052720295073,0.03575249876004835
3.4,1e-05,390,78,3610172792,E1_a_L1-5,0.995492631023916,0.019746834249736337
3.4,1e-05,390,78,3610172792,E1_a_L1-10,0.995510629934276,0.02059667609647319
3.4,1e-05,390,78,3610172792,E1_d_L1-5,1.056270119070648,0.027488036854611455
3.4,1e-05,390,78,3610172792,E1_d_L1-10,1.1319368630946822,0.04513200442569788
3.4,1e-05,390,78,3610172792,E2,0.9942150303189965,0.01887042522642291
3.4,1e-05,390,78,3610172792,E4,1.071199101287473,0.027548579583540855
3.4,1e-05,390,195,3610172792,E1_a_L1-5,0.9872833621834903,0.01760231381146433
3.4,1e-05,390,195,3610172792,E1_a_L1-10,0.987067464526997,0.017994701504715764
3.4,1e-05,390,195,3610172792,E1_d_L1-5,1.046805577212241,0.0253062203375394
3.4,1e-05,390,195,3610172792,E1_d_L1-10,1.1224862446884394,0.04257109700518979
3.4,1e-05,390,195,3610172792,E2,0.9865059012680917,0.015535940638392998
3.4,1e-05,390,195,3610172792,E4,1.057431744286304,0.026023050384649176
3.4,1e-05,390,390,3610172792,E1_a_L1-5,0.9735312009887501,0.016960128322627728
3.4,1e-05,390,390,3610172792,E1_a_L1-10,0.9738951585218397,0.017493445750479127
3.4,1e-05,390,390,3610172792,E1_d_L1-5,1.0320665728470446,0.024542090301691938
3.4,1e-05,390,390,3610172792,E1_d_L1-10,1.1071235886852988,0.04275324163748008
3.4,1e-05,390,390,3610172792,E2,0.9725570937255905,0.015079381502186512
3.4,1e-05,390,390,3610172792,E4,1.0417109354944902,0.025292472779183218
3.4,1e-05,390,13,338961480,E1_a_L1-5,1.0016877562251651,0.03430916736139798
3.4,1e-05,390,13,338961480,E1_a_L1-10,1.0011068728193009,0.03425150309989122
3.4,1e-05,390,13,338961480,E1_d_L1-5,1.0649954629032454,0.04491925646197997
3.4,1e-05,390,13,338961480,E1_d_L1-10,1.1402057966537995,0.05990719711498673
3.4,1e-05,390,13,338961480,E2,1.0022652729569523,0.04049754939523942
3.4,1e-05,390,13,338961480,E4,1.1769463845870205,0.05349681421462953
3.4,1e-05,390,26,338961480,E1_a_L1-5,1.0000826734116446,0.025606364389375566
3.4,1e-05,390,26,338961480,E1_a_L1-10,0.9997703186691922,0.025466099485433078
3.4,1e-05,390,26,338961480,E1_d_L1-5,1.060294201731906,0.03325276821533018
3.4,1e-05,390,26,338961480,E1_d_L1-10,1.1369495927855198,0.04797319138000819
3.4,1e-05,390,26,338961480,E2,0.998973584854578,0.02508877717463115
3.4,1e-05,390,26,338961480,E4,1.1042523339303125,0.03650568214804766
3.4,1e-05,390,78,338961480,E1_a_L1-5,0.9965207018395552,0.019037476570602934
3.4,1e-05,390,78,338961480,E1_a_L1-10,0.9970510379726767,0.01933584673989841
3.4,1e-05,390,78,338961480,E1_d_L1-5,1.0565773786307846,0.026543151680042284
3.4,1e-05,390,78,338961480,E1_d_L1-10,1.1342126540886988,0.045078971311197695
3.4,1e-05,390,78,338961480,E2,0.995930090911155,0.01810612190470672
3.4,1e-05,390,78,338961480,E4,1.072248527282195,0.02768612925760409
3.4,1e-05,390,195,338961480,E1_a_L1-5,0.9882667551726548,0.016569962675849318
3.4,1e-05,390,195,338961480,E1_a_L1-10,0.9885843651670251,0.017794981851090807
3.4,1e-05,390,195,338961480,E1_d_L1-5,1.046633301403309,0.024326980965909156
3.4,1e-05,390,195,338961480,E1_d_L1-10,1.124234948771193,0.043797762839932884
3.4,1e-05,390,195,338961480,E2,0.9872415239132211,0.015418238378726716
