root,geom,btag,horizon,estimator,M,var_log_rv,lam,var_log_eps,interior_min_M,interior_depth
NQ,RTH,B1,1h,E1_a_exp_L1-5,4,2.2265665074763072,0.552859729819513,0.9955875497277793,,
NQ,RTH,B1,1h,E1_a_exp_L1-5,5,2.0622346610365376,0.5879106594640953,0.8498249214968319,,
NQ,RTH,B1,1h,E1_a_exp_L1-5,6,1.9800993546309777,0.6181531936475996,0.756094614826288,,
NQ,RTH,B1,1h,E1_a_exp_L1-5,10,1.7938375915971745,0.6682751426629677,0.5950605191583783,,
NQ,RTH,B1,1h,E1_a_exp_L1-5,12,1.7446420610969389,0.6807419067919015,0.5569910977564556,,
NQ,RTH,B1,1h,E1_a_exp_L1-5,15,1.6863366861527254,0.7031499064223079,0.5005892030879318,,
NQ,RTH,B1,1h,E1_a_exp_L1-5,20,1.6480263909810628,0.7174844420995787,0.46559309528263276,,
NQ,RTH,B1,1h,E1_a_exp_L1-5,30,1.5823670641794036,0.7311138057093942,0.4254766578579986,,
NQ,RTH,B1,1h,E1_a_exp_L1-5,60,1.4887290100198987,0.7492801220017106,0.3732539557647032,,
NQ,RTH,B1,1h,E1_a_exp_L1-10,4,2.2265665074763072,0.5402566828447832,1.0236490720138633,,
NQ,RTH,B1,1h,E1_a_exp_L1-10,5,2.0622346610365376,0.5694016398613441,0.88799486326343,,
NQ,RTH,B1,1h,E1_a_exp_L1-10,6,1.9800993546309777,0.6006509532681578,0.790750789706217,,
NQ,RTH,B1,1h,E1_a_exp_L1-10,10,1.7938375915971745,0.6527748868994742,0.6228654606263038,,
NQ,RTH,B1,1h,E1_a_exp_L1-10,12,1.7446420610969389,0.668614148389887,0.5781496951714319,,
NQ,RTH,B1,1h,E1_a_exp_L1-10,15,1.6863366861527254,0.6870571835152118,0.5277269521062582,,
NQ,RTH,B1,1h,E1_a_exp_L1-10,20,1.6480263909810628,0.7018083448373796,0.49142771727832285,,
NQ,RTH,B1,1h,E1_a_exp_L1-10,30,1.5823670641794036,0.7213089475119494,0.4409915425385847,,
NQ,RTH,B1,1h,E1_a_exp_L1-10,60,1.4887290100198987,0.7390770614293322,0.38844354802979314,,
NQ,RTH,B1,1h,E1_d_model_L1-5,4,2.2265665074763072,0.6781234914539331,0.7166794534720838,,
NQ,RTH,B1,1h,E1_d_model_L1-5,5,2.0622346610365376,0.7332402736132263,0.5501211539234278,,
NQ,RTH,B1,1h,E1_d_model_L1-5,6,1.9800993546309777,0.7642449444050688,0.46681843343451346,,
NQ,RTH,B1,1h,E1_d_model_L1-5,10,1.7938375915971745,0.8405592127831902,0.2860108777433596,,
NQ,RTH,B1,1h,E1_d_model_L1-5,12,1.7446420610969389,0.8489484211517206,0.2635309378538089,,
NQ,RTH,B1,1h,E1_d_model_L1-5,15,1.6863366861527254,0.8623937331445548,0.23205049604285904,,
NQ,RTH,B1,1h,E1_d_model_L1-5,20,1.6480263909810628,0.8800259563145083,0.19772039022640525,,
NQ,RTH,B1,1h,E1_d_model_L1-5,30,1.5823670641794036,0.9044389427331204,0.15121266963727212,,
NQ,RTH,B1,1h,E1_d_model_L1-5,60,1.4887290100198987,0.926894751289847,0.10883390453952456,,
NQ,RTH,B1,1h,E1_d_model_L1-10,4,2.2265665074763072,0.6596293237401397,0.7578579478872659,,
NQ,RTH,B1,1h,E1_d_model_L1-10,5,2.0622346610365376,0.6952757157355242,0.6284129810697529,,
NQ,RTH,B1,1h,E1_d_model_L1-10,6,1.9800993546309777,0.7446348745021489,0.5056483201935535,,
NQ,RTH,B1,1h,E1_d_model_L1-10,10,1.7938375915971745,0.797035904637283,0.3640846240061555,,
NQ,RTH,B1,1h,E1_d_model_L1-10,12,1.7446420610969389,0.8288636083721118,0.29857174701837175,,
NQ,RTH,B1,1h,E1_d_model_L1-10,15,1.6863366861527254,0.8389149172434224,0.2716436846443646,,
NQ,RTH,B1,1h,E1_d_model_L1-10,20,1.6480263909810628,0.856901312968475,0.23583041274269267,,
NQ,RTH,B1,1h,E1_d_model_L1-10,30,1.5823670641794036,0.8807096768935382,0.18876107835898445,,
NQ,RTH,B1,1h,E1_d_model_L1-10,60,1.4887290100198987,0.9023968417648162,0.14530465313428076,,
NQ,RTH,B1,1h,E2,4,2.2265665074763072,0.8298985412173296,0.37874221099835537,,
NQ,RTH,B1,1h,E2,5,2.0622346610365376,0.7976500889147842,0.4172930002975936,,
NQ,RTH,B1,1h,E2,6,1.9800993546309777,0.7724345382239608,0.45060222399903566,,
NQ,RTH,B1,1h,E2,10,1.7938375915971745,0.8471944216067809,0.2741083907275053,,
NQ,RTH,B1,1h,E2,12,1.7446420610969389,0.8633726344306967,0.2383658486690743,,
NQ,RTH,B1,1h,E2,15,1.6863366861527254,0.8755183174551494,0.2099180280293989,,
NQ,RTH,B1,1h,E2,20,1.6480263909810628,0.9018267071127782,0.16179217756765493,,
NQ,RTH,B1,1h,E2,30,1.5823670641794036,0.9197271275305345,0.12702114954275573,,
NQ,RTH,B1,1h,E2,60,1.4887290100198987,0.9379006298956548,0.09244913377830109,,
NQ,RTH,B1,1h,E4,4,2.2265665074763072,0.8481402542790515,0.3381258236561324,,
NQ,RTH,B1,1h,E4,5,2.0622346610365376,0.8582088678873397,0.29240658727033886,,
NQ,RTH,B1,1h,E4,6,1.9800993546309777,0.8694156178113417,0.25857005089664725,,
NQ,RTH,B1,1h,E4,10,1.7938375915971745,0.9001740520741625,0.17907153800618938,,
NQ,RTH,B1,1h,E4,12,1.7446420610969389,0.9107491177331491,0.1557108431927589,,
NQ,RTH,B1,1h,E4,15,1.6863366861527254,0.9222253664943424,0.13115421773267338,,
NQ,RTH,B1,1h,E4,20,1.6480263909810628,0.9366401856557037,0.10441864616706076,,
NQ,RTH,B1,1h,E4,30,1.5823670641794036,0.9523504328850302,0.07539910562513424,,
NQ,RTH,B1,1h,E4,60,1.4887290100198987,0.9718961536917133,0.04183901129228699,,
NQ,RTH,B1,1h,E4_asS05,4,2.2265665074763072,0.9988229362615328,0.0026208106972358176,,
NQ,RTH,B1,1h,E4_asS05,5,2.0622346610365376,0.9982401186488536,0.003629288321645823,,
NQ,RTH,B1,1h,E4_asS05,6,1.9800993546309777,0.8873297138049235,0.22309836098095848,,
NQ,RTH,B1,1h,E4_asS05,10,1.7938375915971745,0.9109135493711965,0.15980662403991344,,
NQ,RTH,B1,1h,E4_asS05,12,1.7446420610969389,0.9210111751641603,0.13780722616522442,,
NQ,RTH,B1,1h,E4_asS05,15,1.6863366861527254,0.9313802558059432,0.11571599202885348,,
NQ,RTH,B1,1h,E4_asS05,20,1.6480263909810628,0.945378360833908,0.09001790286436442,,
NQ,RTH,B1,1h,E4_asS05,30,1.5823670641794036,0.9604154714960589,0.06263725415570723,,
NQ,RTH,B1,1h,E4_asS05,60,1.4887290100198987,0.9779987766345288,0.03275385948010456,,
NQ,RTH,B1,30min,E1_a_exp_L1-5,5,2.1130034078482853,0.7444661418893691,0.5399439130083833,,
NQ,RTH,B1,30min,E1_a_exp_L1-5,6,2.0080509633456165,0.771481861107485,0.4588760689450622,,
NQ,RTH,B1,30min,E1_a_exp_L1-5,10,1.821779019337527,0.8386939447158601,0.29386398720874524,,
NQ,RTH,B1,30min,E1_a_exp_L1-5,15,1.7076030629971868,0.8773189096313027,0.20949060568542224,,
NQ,RTH,B1,30min,E1_a_exp_L1-5,30,1.5693971697047446,0.9154551486742991,0.1326844503836634,,
NQ,RTH,B1,30min,E1_a_exp_L1-10,5,2.1130034078482853,0.6246888198605466,0.7930338026382268,,
NQ,RTH,B1,30min,E1_a_exp_L1-10,6,2.0080509633456165,0.655709907701851,0.6913520515096493,,
NQ,RTH,B1,30min,E1_a_exp_L1-10,10,1.821779019337527,0.7113149562167852,0.5259203559607961,,
NQ,RTH,B1,30min,E1_a_exp_L1-10,15,1.7076030629971868,0.7457437791756473,0.4341687014657538,,
NQ,RTH,B1,30min,E1_a_exp_L1-10,30,1.5693971697047446,0.7784734301660661,0.34766317171177635,,
NQ,RTH,B1,30min,E1_d_model_L1-5,5,2.1130034078482853,0.9490971310625739,0.10755793553403603,,
NQ,RTH,B1,30min,E1_d_model_L1-5,6,2.0080509633456165,0.9835293071686437,0.0330739906069747,,
NQ,RTH,B1,30min,E1_d_model_L1-5,10,1.821779019337527,1.0783623116770826,-0.14275881532009724,,
NQ,RTH,B1,30min,E1_d_model_L1-5,15,1.7076030629971868,1.0996314791483182,-0.17013101896460844,,
NQ,RTH,B1,30min,E1_d_model_L1-5,30,1.5693971697047446,1.147467073549518,-0.23143440785325503,,
NQ,RTH,B1,30min,E1_d_model_L1-10,5,2.1130034078482853,0.8633303336078957,0.2887834708360047,,
NQ,RTH,B1,30min,E1_d_model_L1-10,6,2.0080509633456165,0.8929847965043329,0.21489198247210145,,
NQ,RTH,B1,30min,E1_d_model_L1-10,10,1.821779019337527,0.9536175712411636,0.0844985355787656,,
NQ,RTH,B1,30min,E1_d_model_L1-10,15,1.7076030629971868,0.999716245805264,0.0004845395320695451,,
NQ,RTH,B1,30min,E1_d_model_L1-10,30,1.5693971697047446,1.0436116057124114,-0.06844393057133773,,
NQ,RTH,B1,30min,E2,5,2.1130034078482853,1.029456016685358,-0.06224066363779722,,
NQ,RTH,B1,30min,E2,6,2.0080509633456165,0.7579401643529884,0.48606848615826326,,
NQ,RTH,B1,30min,E2,10,1.821779019337527,0.8514426537420308,0.2706386565812286,,
NQ,RTH,B1,30min,E2,15,1.7076030629971868,0.89223776827794,0.18401511696400227,,
NQ,RTH,B1,30min,E2,30,1.5693971697047446,0.9275170904863334,0.11375447304271355,,
NQ,RTH,B1,30min,E4,5,2.1130034078482853,0.8602243655722399,0.29534639188001316,,
NQ,RTH,B1,30min,E4,6,2.0080509633456165,0.8704448299016685,0.2601533841223598,,
NQ,RTH,B1,30min,E4,10,1.821779019337527,0.9013304736278993,0.17975407299266385,,
NQ,RTH,B1,30min,E4,15,1.7076030629971868,0.9226967066262597,0.1320033405447691,,
NQ,RTH,B1,30min,E4,30,1.5693971697047446,0.952390420829825,0.0747183388005067,,
NQ,RTH,B1,30min,E4_asS05,5,2.1130034078482853,0.9994477886676798,0.0011668244270450162,,
NQ,RTH,B1,30min,E4_asS05,6,2.0080509633456165,0.9969424893802106,0.006139637145507613,,
NQ,RTH,B1,30min,E4_asS05,10,1.821779019337527,0.9123601607647056,0.15966042037697314,,
NQ,RTH,B1,30min,E4_asS05,15,1.7076030629971868,0.9326208201260133,0.11505689393505804,,
NQ,RTH,B1,30min,E4_asS05,30,1.5693971697047446,0.9602158030725474,0.062437206056920325,,
