cell,model,rank,window_index,trade_date,coef,regressors,components,linear_fit,fit_negative_by_construction,forecast_stored,realized,coef_fit_at_step
NQ/GLOBEX/B1/30min,M3_HARJ,2,71233,2022-07-04,"[2.7866477549882823e-07, 0.5568797352717039, 0.44245576702801903, -0.061319405254443224, -0.08566042797759132]","[1.0, 0.0, 7.536347285268777e-06, 7.873632514956902e-06, 0.0]","[2.7866477549882823e-07, 0.0, 3.3345003186931255e-06, -4.828064630092032e-07, -0.0]",3.130358631182751e-06,False,3.130358631182751e-06,0.0,71190
NQ/GLOBEX/B1/30min,M3_HARJ,3,49098,2020-07-01,"[2.573454529515136e-07, 0.5240076929721599, 0.47465372708476306, -0.07227578201731205, -0.004249025821703469]","[1.0, 0.0, 5.363385013576286e-06, 4.6357076449438485e-06, 0.0]","[2.573454529515136e-07, 0.0, 2.5457506864845468e-06, -3.350493952419486e-07, -0.0]",2.4680467441941117e-06,False,2.468046744194112e-06,0.0,49095
NQ/GLOBEX/B1/30min,M4_HARQ,1,67273,2022-02-21,"[8.71460292570552e-08, 0.7020082380690931, 0.3698154814368714, -0.0728781549141696, -458.34540874621916]","[1.0, 0.0, 5.756113225490683e-06, 1.0724512873885675e-05, 0.0]","[8.71460292570552e-08, 0.0, 2.1286997836899793e-06, -7.815827106020465e-07, -0.0]",1.4342631023449882e-06,False,1.4342631023449882e-06,0.0,67230
NQ/GLOBEX/B1/30min,M4_HARQ,2,78249,2023-02-20,"[2.3861726880783485e-07, 0.590275222674919, 0.4223267142499407, -0.05715102677844979, -166.87624637800303]","[1.0, 0.0, 4.738297680483407e-06, 5.038408061859581e-06, 0.0]","[2.3861726880783485e-07, 0.0, 2.001109690536673e-06, -2.8795019406409424e-07, -0.0]",1.9517767652804136e-06,False,1.9517767652804136e-06,0.0,78210
NQ/GLOBEX/B1/30min,M4_HARQ,3,78248,2023-02-20,"[2.3861726880783485e-07, 0.590275222674919, 0.4223267142499407, -0.05715102677844979, -166.87624637800303]","[1.0, 3.6952678783563897e-07, 4.753504912918692e-06, 5.048692297221884e-06, 1.454554449235828e-13]","[2.3861726880783485e-07, 2.1812250697402937e-07, 2.007532111043902e-06, -2.8853794867468105e-07, -2.4273058664089856e-11]",2.175709665092421e-06,False,2.1757096650924206e-06,0.0,78210
ES/RTH/B0/1day,M4_HARQ,1,500,2018-02-06,"[-5.039022801196804e-07, 0.9200040667144128, 0.20711383565505764, 0.02895769787023183, -1655.8377699472742]","[1.0, 0.0004756537855428178, 0.00013398236756074767, 4.5408533527403385e-05, 6.052534704875212e-07]","[-5.039022801196804e-07, 0.00043760341704749756, 2.774960205565222e-05, 1.3149265946168397e-06, -0.0010022015568249055]",-0.0005360375134072586,True,1e-300,0.0007170024198330793,500
ES/RTH/B0/1day,M4_HARQ,2,991,2020-03-04,"[1.8635901062958802e-06, 0.8045984401245426, 0.5111883325269171, -0.2580447528105619, -252.63930816984]","[1.0, 0.0015849981118662981, 0.0008271147040886717, 0.00022691534130362098, 8.870375188140175e-06]","[1.8635901062958802e-06, 0.0012752870084079687, 0.0004228113863915825, -5.8554313155617156e-05, -0.002241005450738648]",-0.0005995977789884183,True,1e-300,0.0003215996248400188,991
ES/RTH/B0/1day,M4_HARQ,3,1295,2021-06-16,"[9.256319575244425e-07, 0.9008583717299371, 0.25483138350858264, -0.09203969128684665, -94.57353906897026]","[1.0, 1.2091859389329329e-05, 1.061260136339115e-05, 3.392327938523852e-05, 1.7671772815456781e-10]","[9.256319575244425e-07, 1.0893052760658571e-05, 2.704423888058037e-06, -3.122288162054803e-06, -1.6712820967805685e-08]",1.1384107623218442e-05,False,1.1384107623218442e-05,8.307947700814111e-05,1295
ES/RTH/B0/1h,M4_HARQ,1,3000,2018-02-06,"[3.068159293139876e-07, 0.5851602448060376, 0.42148643817920406, -0.048044640676435366, -1448.645784233382]","[1.0, 0.0002883354400182725, 1.822836279643525e-05, 6.396424177609967e-06, 1.3900664375306523e-07]","[3.068159293139876e-07, 0.0001687224366673489, 7.68300770890781e-06, -3.0731390122733446e-07, -0.00020137138845330952]",-2.4966442048966162e-05,True,1e-300,0.00026353982934779197,3000
ES/RTH/B0/1h,M4_HARQ,2,2756,2017-12-01,"[5.44026227728149e-08, 0.5922272925747493, 0.3812005848453177, 0.03571411779637766, -3793.633982232217]","[1.0, 8.422818314102187e-05, 4.848979930708689e-06, 2.5029815739771672e-06, 1.595362846446092e-08]","[5.44026227728149e-08, 4.988222886009753e-05, 1.8484339854893605e-06, 8.939177877518332e-08, -6.052222708268613e-05]",-8.64776983555125e-06,True,1e-300,5.5691304169158684e-05,2754
ES/RTH/B0/1h,M4_HARQ,3,7774,2021-06-16,"[4.3840480345853336e-07, 0.6312057626844003, 0.4645218986767813, -0.10247543879990983, -280.64654338795617]","[1.0, 1.1469464880065061e-06, 1.5395339687529486e-06, 4.4640230154265845e-06, 1.2257937495041516e-12]","[4.3840480345853336e-07, 7.239592327203411e-07, 7.151472422425201e-07, -4.574527173187359e-07, -3.4401477870490237e-10]",1.4197145463239537e-06,False,1.4197145463239537e-06,5.20451067131944e-05,7770
ES/RTH/B0/30min,M4_HARQ,1,6000,2018-02-06,"[8.842621435666103e-08, 0.7308785701800483, 0.33183242123367196, -0.06549832399065474, -2781.8549993526362]","[1.0, 0.00027118625621369574, 9.114181398217625e-06, 3.1982120888049836e-06, 9.2325897077926e-08]","[8.842621435666103e-08, 0.00019820422319394618, 3.0243808809334484e-06, -2.0947753158337746e-07, -0.0002568372583559454]",-5.572970559829246e-05,True,1e-300,0.00017516936895844992,6000
ES/RTH/B0/30min,M4_HARQ,2,5512,2017-12-01,"[3.2314985764013085e-08, 0.652660416204338, 0.31997676198315894, 0.02564206553935631, -5126.660092095242]","[1.0, 8.201778996408393e-05, 2.4244899653543445e-06, 1.2514907869885836e-06, 1.098348762813349e-08]","[3.2314985764013085e-08, 5.3529764934119e-05, 7.757804485747443e-07, 3.209080878186187e-08, -5.630860769517379e-05]",-1.9386565179341743e-06,True,1e-300,4.032152219224372e-05,5508
ES/RTH/B0/30min,M4_HARQ,3,15548,2021-06-16,"[2.0688094298971984e-07, 0.6805827263561188, 0.37964029026993096, -0.07813187073407038, -333.6717936456782]","[1.0, 4.756957423524e-07, 7.697669843764743e-07, 2.2320115077132923e-06, 2.1275207017407916e-13]","[2.0688094298971984e-07, 3.237503052461942e-07, 2.922345613888941e-07, -1.743912345976125e-07, -7.098936485681618e-11]",6.484035856623389e-07,False,6.484035856623389e-07,3.502733034110861e-05,15540
ES/RTH/B1/1day,M4_HARQ,1,500,2018-02-06,"[-4.5819215169917215e-07, 0.9128274429526863, 0.20278741054730992, 0.03501811256826443, -1643.092167436826]","[1.0, 0.0004552230059289286, 0.0001289989931137825, 4.401948427295627e-05, 5.715430645309755e-07]","[-4.5819215169917215e-07, 0.00041554005247533944, 2.6159371776754217e-05, 1.5414792554673284e-06, -0.0009390979326836863]",-0.0004963152213278246,True,1e-300,0.0006815565425313252,500
ES/RTH/B1/1day,M4_HARQ,2,991,2020-03-04,"[2.394776981993553e-06, 0.7450112174186512, 0.5342479161973219, -0.24544546927480299, -214.47944679787528]","[1.0, 0.0015840796595512074, 0.000805775628396077, 0.0002211874529662468, 8.864494974147693e-06]","[2.394776981993553e-06, 0.0011801571156503676, 0.0004304839503931918, -5.428945819099886e-05, -0.001901251978197743]",-0.00034250559336318893,True,1e-300,0.0003214027274225373,991
ES/RTH/B1/1day,M4_HARQ,3,1295,2021-06-16,"[9.270885166552414e-07, 0.8852719797896782, 0.27622078629574387, -0.0975336941424474, -99.07351895929077]","[1.0, 1.1456811080279294e-05, 1.0303921408194583e-05, 3.337819990437393e-05, 1.5684287827995004e-10]","[9.270885166552414e-07, 1.0142393827115173e-05, 2.846157273301056e-06, -3.255499140498674e-06, -1.5538975874898366e-08]",1.0644601500697898e-05,False,1.0644601500697898e-05,8.285060539492406e-05,1295
ES/RTH/B1/1h,M4_HARQ,1,3000,2018-02-06,"[2.8934883856854863e-07, 0.6047251195369556, 0.40454041977925725, -0.046268516961104886, -1468.1072484940637]","[1.0, 0.00028832845828219433, 1.8027526236134386e-05, 6.3345060108545255e-06, 1.3900293349271495e-07]","[2.8934883856854863e-07, 0.00017435946140060608, 7.292863031147378e-06, -2.930881988034435e-07, -0.00020407121422259307]",-2.242262915107447e-05,True,1e-300,0.00023750398008814955,3000
ES/RTH/B1/1h,M4_HARQ,2,2756,2017-12-01,"[4.4962385800582385e-08, 0.6030668046283831, 0.37226893154627894, 0.03552789144691821, -3760.5398588416497]","[1.0, 8.422420137321751e-05, 4.845455562948094e-06, 2.4965926251862776e-06, 1.5952810023770725e-08]","[4.4962385800582385e-08, 5.079281999452376e-05, 1.8038125652736606e-06, 8.869867177479463e-08, -5.9991177954918415e-05]",-7.260884337545611e-06,True,1e-300,5.5688867178105284e-05,2754
ES/RTH/B1/1h,M4_HARQ,3,7774,2021-06-16,"[4.298327912718544e-07, 0.6348716789293009, 0.46075693522576233, -0.10189247191674872, -281.07162204009575]","[1.0, 1.1497713785502128e-06, 1.5066916906410674e-06, 4.4368617967517245e-06, 1.2332644580303408e-12]","[4.298327912718544e-07, 7.299572854850304e-07, 6.942186457099007e-07, -4.520828160240203e-07, -3.466356416229875e-10]",1.4015792708011422e-06,False,1.401579270801142e-06,5.20657285960624e-05,7770
ES/RTH/B1/30min,M4_HARQ,1,11881,2020-03-03,"[1.6668833469314883e-07, 0.7208196218744412, 0.3060943758510401, -0.05596611845594947, -667.8539835291806]","[1.0, 0.000544413817806344, 4.994483777333396e-05, 1.3529584103452814e-05, 8.2732632225068e-07]","[1.6668833469314883e-07, 0.0003924241622943898, 1.528783394521011e-05, -7.571983065935711e-07, -0.0005525331799936632]",-0.00014541169372596377,True,1e-300,0.0002009061245189514,11880
ES/RTH/B1/30min,M4_HARQ,2,6000,2018-02-06,"[7.844452829799702e-08, 0.7537131555779075, 0.3135021369219664, -0.06427878013287788, -2857.8869814988907]","[1.0, 0.0002711812214784004, 9.013763118067193e-06, 3.1672530054272627e-06, 9.232397736823779e-08]","[7.844452829799702e-08, 0.0002043928541739566, 2.825833999222472e-06, -2.035871595610557e-07, -0.00026385149300088497]",-5.675794745896897e-05,True,1e-300,0.00014912852611814742,6000
ES/RTH/B1/30min,M4_HARQ,3,5512,2017-12-01,"[2.819062436621706e-08, 0.6632860558053546, 0.31087215869730944, 0.025424496147915848, -5013.674016228423]","[1.0, 8.201380819627957e-05, 2.422727781474047e-06, 1.2482963125931388e-06, 1.0982910157338644e-08]","[2.819062436621706e-08, 5.439861536008714e-05, 7.531586153627804e-07, 3.173730479098181e-08, -5.506473127841998e-05]",1.4697062618713286e-07,False,1.4697062618713816e-07,4.0324706333194626e-05,5508
NQ/RTH/B0/1day,M4_HARQ,1,991,2020-03-04,"[3.542246871735536e-06, 0.8195427259809634, 0.351954736002108, -0.1222690581977925, -255.36561501330996]","[1.0, 0.0016210042749662534, 0.0009146725516984589, 0.00027238819046198677, 8.884002883953172e-06]","[3.542246871735536e-06, 0.0013284822623326387, 0.0003219233364614056, -3.330464751198805e-05, -0.0022686688602407213]",-0.0006480256620869295,True,1e-300,0.0003407512349440367,991
NQ/RTH/B0/1day,M4_HARQ,2,500,2018-02-06,"[3.4073395540250896e-06, 0.8255722850225857, 0.07645057150450761, 0.07216365794852511, -488.72065657504066]","[1.0, 0.0005831630769534968, 0.00017938900546141668, 6.669157032361413e-05, 7.968967178109079e-07]","[3.4073395540250896e-06, 0.00048144327398130034, 1.3714391989150541e-05, 4.812707668883299e-06, -0.00038945988715104185]",0.0001139178260423174,False,0.0001139178260423174,0.000934602574488963,500
NQ/RTH/B0/1day,M4_HARQ,3,850,2019-07-31,"[7.446443068084898e-06, 0.6519241617446666, 0.15544308978520852, 0.09587404354128803, -79.88198812713189]","[1.0, 3.143232515867567e-05, 2.732890789047815e-05, 2.559049219350775e-05, 1.9237570331994947e-09]","[7.446443068084898e-06, 2.0491492230755427e-05, 4.248089882951289e-06, 2.4534639628033534e-06, -1.536735364855285e-07]",3.448581560810944e-05,False,3.448581560810944e-05,0.000183851458132267,850
NQ/RTH/B0/1h,M4_HARQ,1,3000,2018-02-06,"[4.054178286960626e-07, 0.5640140809946897, 0.43818000467318946, -0.02598567477352952, -1570.9137099272475]","[1.0, 0.00032362760430260096, 2.482441277606995e-05, 9.644987316774364e-06, 1.647748654618705e-07]","[4.054178286960626e-07, 0.00018253052582524457, 1.0877561306227514e-05, -2.5063150360851574e-07, -0.00025884709520547006]",-6.528422174891042e-05,True,1e-300,0.0004039442856083042,3000
NQ/RTH/B0/1h,M4_HARQ,2,3001,2018-02-06,"[4.054178286960626e-07, 0.5640140809946897, 0.43818000467318946, -0.02598567477352952, -1570.9137099272475]","[1.0, 0.0004039442856083042, 3.739539100327723e-05, 1.261776927122176e-05, 1.714664095454192e-07]","[4.054178286960626e-07, 0.00022783026502042416, 1.6385912604571763e-05, -3.2788124864940324e-07, -0.00026935893354689927]",-2.5065219341856687e-05,True,1e-300,0.00015367005289590452,3000
NQ/RTH/B0/1h,M4_HARQ,3,9504,2022-08-26,"[9.697637213917047e-07, 0.5771364576714786, 0.45582000978261017, -0.0661659871933173, -237.31122309601844]","[1.0, 4.812271072296426e-06, 1.271787726485248e-05, 1.8085212821350787e-05, 2.3656062585089295e-11]","[9.697637213917047e-07, 2.777337080020087e-06, 5.797062939279093e-06, -1.196625959925914e-06, -5.6138491457035e-09]",8.341923931619269e-06,False,8.341923931619267e-06,0.00021944418767816387,9504
NQ/RTH/B0/30min,M4_HARQ,1,6000,2018-02-06,"[6.032670155980774e-08, 0.765837558564554, 0.30414822787864926, -0.03724198524695138, -3512.050722377612]","[1.0, 0.00029866478507756256, 1.2412206388034974e-05, 4.822493658387182e-06, 1.0732797325243377e-07]","[6.032670155980774e-08, 0.00022872870983300776, 3.7751505769848873e-06, -1.79599237679172e-07, -0.00037694128599253504]",-0.00014455669811866176,True,1e-300,0.00027548926846066024,6000
NQ/RTH/B0/30min,M4_HARQ,2,6001,2018-02-06,"[6.032670155980774e-08, 0.765837558564554, 0.30414822787864926, -0.03724198524695138, -3512.050722377612]","[1.0, 0.00027548926846066024, 1.6752037572587143e-05, 5.836277940337216e-06, 7.531115228361566e-08]","[6.032670155980774e-08, 0.00021098002876864704, 5.0951025410589284e-06, -2.173545769511464e-07, -0.00026449658678076273]",-4.8578483346448086e-05,True,1e-300,0.00012845501714764396,6000
NQ/RTH/B0/30min,M4_HARQ,3,12282,2020-04-23,"[2.3157601265525196e-07, 0.7231518927763796, 0.33477291979659096, -0.06463022210464524, -388.54897003259896]","[1.0, 2.346556357224472e-06, 1.4870080652447845e-05, 3.016856679537203e-05, 4.8839653024808285e-12]","[2.3157601265525196e-07, 1.696916671233323e-06, 4.978100317630762e-06, -1.94980117256372e-06, -1.8976596879538764e-09]",4.9548941692676625e-06,False,4.9548941692676625e-06,0.00016579870680288877,12276
NQ/RTH/B1/1day,M3_HARJ,1,1296,2021-06-17,"[1.5236596327495268e-05, 0.632861561082875, 0.3581813117853273, -0.006845967357145864, -3.734515328835331]","[1.0, 0.00012480702935135923, 5.234059808572056e-05, 6.244893632935022e-05, 3.868930051598141e-05]","[1.5236596327495268e-05, 7.898557142941739e-05, 1.874742408197198e-05, -4.2752337959921205e-07, -0.00014448578583884926]",-3.194371737956381e-05,True,1e-300,5.638156017084839e-05,1296
NQ/RTH/B1/1day,M3_HARJ,2,850,2019-07-31,"[8.637934710045946e-06, 0.5848366534993612, 0.17216797288087268, 0.11627764717428059, -0.3294690587585645]","[1.0, 3.0151827559166122e-05, 2.6524112763581796e-05, 2.4813651510736566e-05, 2.568149486636089e-06]","[8.637934710045946e-06, 1.7633893926592528e-05, 4.56660272696956e-06, 2.885273015470981e-06, -8.461257941132829e-07]",3.287757858496573e-05,False,3.287757858496573e-05,0.0001829414686653763,850
NQ/RTH/B1/1day,M3_HARJ,3,1585,2022-08-29,"[1.6271700768183496e-05, 0.6067731022625653, 0.3460462559183676, 0.003783716553026294, -2.756416500756896]","[1.0, 0.00033466895001765806, 0.00013403493012447142, 0.00011826555840922414, 8.330841142181679e-05]","[1.6271700768183496e-05, 0.0002030681170331698, 4.638228573185335e-05, 4.474833510058794e-07, -0.00022963267989494008]",3.653690698927244e-05,False,3.653690698927244e-05,0.0002030867926805513,1585
NQ/RTH/B1/1day,M4_HARQ,1,500,2018-02-06,"[-3.1176025543090213e-07, 0.9662607218403614, 0.08510185796449844, 0.06777220649906948, -961.618085504619]","[1.0, 0.0005534405117941787, 0.0001711322698611184, 6.425568992860711e-05, 7.42041214259003e-07]","[-3.1176025543090213e-07, 0.0005347678284219422, 1.4563674122863115e-05, 4.3547498865817404e-06, -0.0007135602518212652]",-0.00016018575964530908,True,1e-300,0.0008642354323455947,500
NQ/RTH/B1/1day,M4_HARQ,2,991,2020-03-04,"[4.0815177676459266e-06, 0.7775002646261907, 0.3681047770936244, -0.11613499752459645, -225.44442029702284]","[1.0, 0.0016207368644245435, 0.000900507908227155, 0.0002663377792735198, 8.882545445610374e-06]","[4.0815177676459266e-06, 0.0012601233409795052, 0.00033148126282900287, -3.093113733663674e-05, -0.002002520308747591]",-0.0004377653245080739,True,1e-300,0.0003407097983654239,991
NQ/RTH/B1/1day,M4_HARQ,3,850,2019-07-31,"[7.93773426270509e-06, 0.6105842590807462, 0.16472546267868032, 0.10570729857981292, -36.52271767573557]","[1.0, 3.0151827559166122e-05, 2.6524112763581796e-05, 2.4813651510736566e-05, 1.8018386870282575e-09]","[7.93773426270509e-06, 1.8410231290143872e-05, 4.369196747122502e-06, 2.622984069100856e-06, -6.580804566355111e-08]",3.3274338323408765e-05,False,3.327433832340877e-05,0.0001829414686653763,850
NQ/RTH/B1/1h,M4_HARQ,1,3000,2018-02-06,"[4.200957603578378e-07, 0.5676809394628433, 0.42023889334336584, -0.021479872538959697, -1334.822604536451]","[1.0, 0.0003236525135434931, 2.4238134180147124e-05, 9.443546931916815e-06, 1.6481512713902428e-07]","[4.200957603578378e-07, 0.00018373136294788078, 1.0185806684573037e-05, -2.028461844132571e-07, -0.00021999895727471873]",-2.5864538066320322e-05,True,1e-300,0.00034168906495324336,3000
NQ/RTH/B1/1h,M4_HARQ,2,9504,2022-08-26,"[9.405520368773525e-07, 0.5878912470856361, 0.443037009939929, -0.06382823520310149, -237.24095388999606]","[1.0, 4.810048267245293e-06, 1.2549379092282227e-05, 1.7804097944573378e-05, 2.3637366999815106e-11]","[9.405520368773525e-07, 2.827785274372938e-06, 5.559839389647378e-06, -1.1364041511852854e-06, -5.60775149448405e-09]",8.1861647982179e-06,False,8.1861647982179e-06,0.0002193759682995733,9504
NQ/RTH/B1/1h,M4_HARQ,3,7774,2021-06-16,"[7.115556858148114e-07, 0.6387951211715567, 0.4145292948210005, -0.07364043317194399, -261.3698297077801]","[1.0, 1.7180464055854827e-06, 4.917235855828039e-06, 9.173741077437157e-06, 3.412134265264466e-12]","[7.115556858148114e-07, 1.0974796618343358e-06, 2.038338311784936e-06, -6.755582667497284e-07, -8.918289518522549e-10]",3.1709235637325023e-06,False,3.1709235637325027e-06,6.990391557337716e-05,7770
NQ/RTH/B1/30min,M4_HARQ,1,6000,2018-02-06,"[1.0018587800817887e-07, 0.7475906571811479, 0.29014021402063767, -0.031978315772680906, -2448.0753178624304]","[1.0, 0.00029868118781450903, 1.2119067090073562e-05, 4.721773465958408e-06, 1.0735175384133331e-07]","[1.0018587800817887e-07, 0.0002232912654858947, 3.5162287192444097e-06, -1.5099436290148393e-07, -0.00026280517890821145]",-3.604849318796568e-05,True,1e-300,0.0002132585641447804,6000
NQ/RTH/B1/30min,M4_HARQ,2,12282,2020-04-23,"[2.224053636987677e-07, 0.7315222641850864, 0.3249552854384349, -0.0630024599423967, -391.38238149112226]","[1.0, 2.345958819205407e-06, 1.467712786507036e-05, 2.9981899742917008e-05, 4.88067753583035e-12]","[2.224053636987677e-07, 1.716121107110111e-06, 4.769410274810346e-06, -1.8889334375500828e-06, -1.9102111972635043e-09]",4.817093096871878e-06,False,4.817093096871878e-06,0.00016579885232204106,12276
NQ/RTH/B1/30min,M4_HARQ,3,15548,2021-06-16,"[2.7777028246293685e-07, 0.7075463674830879, 0.33460490612937854, -0.059047842145929, -369.06568962258496]","[1.0, 7.370445018750615e-07, 2.4586179279140197e-06, 4.5868705387185784e-06, 5.808310737330688e-13]","[2.7777028246293685e-07, 5.214931599750817e-07, 8.226656209776777e-07, -2.708448075140669e-07, -2.1436482078152152e-10]",1.3508698910808478e-06,False,1.350869891080848e-06,4.560552497423487e-05,15540
