root,geom,btag,horizon,arm,range,rule,seed_index,seed,lam_used,lam_in_unit,te,turnover,0.5t,1.0t,2.0t,4.0t
NQ,RTH,B0,1day,A4p,extended,R1,2,3527105160,,True,1.679529002389722,179.98385591317833,46.91668160863439,93.83336321726878,187.66672643453757,375.33345286907513
NQ,RTH,B0,1day,A4p,extended,R2,2,3527105160,0.9760122926626974,True,1.6411615380265605,129.23918774959492,33.688987227450006,67.37797445490001,134.75594890980003,269.51189781960005
NQ,RTH,B0,1day,A4p,extended,R3,2,3527105160,0.9312843759268288,True,1.5698799010891091,69.69303409277825,18.166995446790892,36.333990893581785,72.66798178716357,145.33596357432714
NQ,RTH,B0,1day,A2,restricted_S05,R0,3,1168436609,,True,4.0741700702867633e-17,0.004224355892368655,0.001101169654346244,0.002202339308692488,0.004404678617384976,0.008809357234769952
NQ,RTH,B0,1day,A2,restricted_S05,R1,3,1168436609,,True,0.5963291613070184,8.58218001090164e-05,2.2371306861749315e-05,4.474261372349863e-05,8.948522744699726e-05,0.00017897045489399452
NQ,RTH,B0,1day,A2,restricted_S05,R2,3,1168436609,0.9751344278478182,True,0.5928477779531192,8.426850834896705e-05,2.1966407796875938e-05,4.3932815593751876e-05,8.786563118750375e-05,0.0001757312623750075
NQ,RTH,B0,1day,A2,restricted_S05,R3,3,1168436609,0.8975978507290965,True,0.582393372399541,7.925969984171242e-05,2.0660753615942934e-05,4.132150723188587e-05,8.264301446377173e-05,0.00016528602892754347
NQ,RTH,B0,1day,A2,extended,R0,3,1168436609,,True,4.0741700702867633e-17,0.004224355892368655,0.001101169654346244,0.002202339308692488,0.004404678617384976,0.008809357234769952
NQ,RTH,B0,1day,A2,extended,R1,3,1168436609,,True,0.5963291613070184,8.58218001090164e-05,2.2371306861749315e-05,4.474261372349863e-05,8.948522744699726e-05,0.00017897045489399452
NQ,RTH,B0,1day,A2,extended,R2,3,1168436609,0.9760122926626974,True,0.5929696411053946,8.432377959284443e-05,2.1980815441039087e-05,4.3961630882078175e-05,8.792326176415635e-05,0.0001758465235283127
NQ,RTH,B0,1day,A2,extended,R3,3,1168436609,0.9312843759268288,True,0.5868595317975638,8.146689741468761e-05,2.123610736227328e-05,4.247221472454656e-05,8.494442944909311e-05,0.00016988885889818623
NQ,RTH,B0,1day,A4p,restricted_S05,R0,3,1168436609,,True,2.880873284407043e-17,0.00487170620409068,0.00126991550274591,0.00253983100549182,0.00507966201098364,0.01015932402196728
NQ,RTH,B0,1day,A4p,restricted_S05,R1,3,1168436609,,True,1.5339027084083336,143.9873284023991,37.5334088052428,75.0668176104856,150.1336352209712,300.2672704419424
NQ,RTH,B0,1day,A4p,restricted_S05,R2,3,1168436609,0.9751344278478182,True,1.4983868317352198,102.12533733262828,26.62117616882594,53.24235233765188,106.48470467530376,212.96940935060752
NQ,RTH,B0,1day,A4p,restricted_S05,R3,3,1168436609,0.8975978507290965,True,1.3883589537876837,34.988458159329916,9.120497741920612,18.240995483841225,36.48199096768245,72.9639819353649
NQ,RTH,B0,1day,A4p,extended,R0,3,1168436609,,True,2.880873284407043e-17,0.00487170620409068,0.00126991550274591,0.00253983100549182,0.00507966201098364,0.01015932402196728
NQ,RTH,B0,1day,A4p,extended,R1,3,1168436609,,True,1.5339027084083336,143.9873284023991,37.5334088052428,75.0668176104856,150.1336352209712,300.2672704419424
NQ,RTH,B0,1day,A4p,extended,R2,3,1168436609,0.9760122926626974,True,1.4996389350077575,103.37144668839797,26.946001501617946,53.89200300323589,107.78400600647178,215.56801201294357
NQ,RTH,B0,1day,A4p,extended,R3,3,1168436609,0.9312843759268288,True,1.436018818486737,55.723539051905846,14.52554467477185,29.0510893495437,58.1021786990874,116.2043573981748
NQ,RTH,B0,1day,A2,restricted_S05,R0,4,2339113406,,True,3.5283347802065686e-17,0.004202164782879273,0.0010953850620939373,0.0021907701241878747,0.004381540248375749,0.008763080496751499
NQ,RTH,B0,1day,A2,restricted_S05,R1,4,2339113406,,True,0.5797150552774049,8.8534484682846e-05,2.3078426718745884e-05,4.615685343749177e-05,9.231370687498354e-05,0.00018462741374996707
NQ,RTH,B0,1day,A2,restricted_S05,R2,4,2339113406,0.9751344278478182,True,0.5764625242992805,8.689941347170864e-05,2.2652210072640797e-05,4.5304420145281594e-05,9.060884029056319e-05,0.00018121768058112638
NQ,RTH,B0,1day,A2,restricted_S05,R3,4,2339113406,0.8975978507290965,True,0.5667959660063312,8.163939841729453e-05,2.1281073476458443e-05,4.2562146952916886e-05,8.512429390583377e-05,0.00017024858781166755
NQ,RTH,B0,1day,A2,extended,R0,4,2339113406,,True,3.5283347802065686e-17,0.004202164782879273,0.0010953850620939373,0.0021907701241878747,0.004381540248375749,0.008763080496751499
NQ,RTH,B0,1day,A2,extended,R1,4,2339113406,,True,0.5797150552774049,8.8534484682846e-05,2.3078426718745884e-05,4.615685343749177e-05,9.231370687498354e-05,0.00018462741374996707
NQ,RTH,B0,1day,A2,extended,R2,4,2339113406,0.9760122926626974,True,0.5765761136412558,8.69575620023997e-05,2.2667367743791915e-05,4.533473548758383e-05,9.066947097516766e-05,0.00018133894195033532
NQ,RTH,B0,1day,A2,extended,R3,4,2339113406,0.9312843759268288,True,0.5709058724316155,8.395501634705341e-05,2.188468933181688e-05,4.376937866363376e-05,8.753875732726752e-05,0.00017507751465453504
NQ,RTH,B0,1day,A4p,restricted_S05,R0,4,2339113406,,True,4.0741700702867633e-17,0.004850395037391176,0.0012643602865979044,0.002528720573195809,0.005057441146391618,0.010114882292783236
NQ,RTH,B0,1day,A4p,restricted_S05,R1,4,2339113406,,True,1.6251362969965346,134.98774544465047,35.18747302063074,70.37494604126148,140.74989208252296,281.4997841650459
NQ,RTH,B0,1day,A4p,restricted_S05,R2,4,2339113406,0.9751344278478182,True,1.587532219942304,95.75664573760876,24.96103907313413,49.92207814626826,99.84415629253652,199.68831258507305
NQ,RTH,B0,1day,A4p,restricted_S05,R3,4,2339113406,0.8975978507290965,True,1.4709659573022538,32.821850049269905,8.555724516263055,17.11144903252611,34.22289806505222,68.44579613010444
NQ,RTH,B0,1day,A4p,extended,R0,4,2339113406,,True,4.0741700702867633e-17,0.004850395037391176,0.0012643602865979044,0.002528720573195809,0.005057441146391618,0.010114882292783236
NQ,RTH,B0,1day,A4p,extended,R1,4,2339113406,,True,1.6251362969965346,134.98774544465047,35.18747302063074,70.37494604126148,140.74989208252296,281.4997841650459
NQ,RTH,B0,1day,A4p,extended,R2,4,2339113406,0.9760122926626974,True,1.588858111906595,96.92453131707104,25.265473688166374,50.53094737633275,101.0618947526655,202.123789505331
NQ,RTH,B0,1day,A4p,extended,R3,4,2339113406,0.9312843759268288,True,1.5214718334703878,52.26236329331618,13.62331441510007,27.24662883020014,54.49325766040028,108.98651532080056
