cell,t,converged,om,beta,gamma,xi,phi,tau1,tau2,log_sigma_u,persistence
NQ/GLOBEX/B1/1h,19988,True,-20.887874532844876,0.05570061433412028,-15.583667718748448,-14.807936666500275,-0.055705375888676634,-0.3441703041337403,0.26083166645433997,7.259392342806308,0.9237946823312385
NQ/GLOBEX/B1/1h,21374,True,-21.34287410514017,0.05554801318110656,-15.638057046636499,-14.794608715732888,-0.0556626934236573,-0.34864304445589667,0.2606081139369874,7.23959479881127,0.9260043883096978
NQ/GLOBEX/B1/1h,22760,True,-20.228366971973756,0.05509446103833049,-15.35142117739695,-15.205514965301171,-0.05729702906652755,-0.36059684097105416,0.25123141055596265,7.45612908571814,0.9346852864521501
NQ/GLOBEX/B1/1h,24146,True,-24.306750969068347,0.05328917075038664,-15.925352461810323,-14.999203050521139,-0.0696134093560835,-0.10015227702275281,0.3125691465290985,7.4537826571770145,1.1619072508143007
NQ/GLOBEX/B1/1h,25532,True,-24.752704247574265,0.05321511919118983,-16.063039089046928,-14.884546293193667,-0.07040167562229505,-0.10148324707465509,0.31248509602197005,7.43068077635647,1.1840799866465173
NQ/GLOBEX/B1/1h,26918,True,-25.053298874962326,0.0531637737452766,-16.165159743702574,-14.79712823258274,-0.07066412044060844,-0.10310863157155982,0.3170977295538289,7.409415506053828,1.1954605688159503
NQ/GLOBEX/B1/1h,28304,True,-24.94573522070366,0.05279825712008416,-16.121668219667807,-14.926372700293571,-0.07214571337861855,-0.10439584013390273,0.32301735857891234,7.475581631255013,1.2159075116814215
NQ/GLOBEX/B1/1h,29690,True,-24.833643429824676,0.05279353086759257,-16.09941385385997,-14.937481472074985,-0.07337609774292181,-0.10529072239723389,0.328455094120909,7.481289948968284,1.2341056954121714
NQ/GLOBEX/B1/1h,31076,True,-25.277050495975416,0.052733475958833334,-16.15296327728685,-14.900504530523548,-0.07333603872770703,-0.10705408594220778,0.32996228178234904,7.461461534429615,1.2373278164291712
NQ/GLOBEX/B1/1h,32462,True,-23.92616179265398,0.05279473924222044,-16.140764885060406,-14.88883350426915,-0.06675545132626917,-0.10959565892328196,0.37788964053489793,7.467426888148541,1.130278783895625
NQ/GLOBEX/B1/1h,33848,True,-24.42840059095765,0.052797331518630614,-16.2433367773844,-14.787754497231916,-0.06714101146408763,-0.11131366273674159,0.3786185907142193,7.449791904164423,1.1433913923040326
NQ/GLOBEX/B1/1h,35234,True,-24.824356564501908,0.05272542671684278,-16.239647681743126,-14.802096986068902,-0.06715623258657674,-0.1095291416939091,0.3851435078784743,7.478160166595879,1.143318983556046
NQ/GLOBEX/B1/1h,36620,True,-25.304595987062605,0.052715796804788495,-16.330280755805383,-14.720002850687031,-0.06800278021024442,-0.11150082121933406,0.38045715865558755,7.4616034234520034,1.163220289813406
NQ/GLOBEX/B1/1h,38006,True,-24.48622895095209,0.05274754296697724,-16.334991466827134,-14.706584952198067,-0.060741540884639705,-0.11781891009209558,0.4220864468544697,7.466746306071649,1.0449600949994982
NQ/GLOBEX/B1/1h,39392,True,-24.329740012237306,0.0527372826117827,-16.272100036210563,-14.755828179181604,-0.061491744812414074,-0.11994612662849508,0.4299961942084656,7.491019342885094,1.0533371056005165
NQ/GLOBEX/B1/1h,40778,True,-24.583130536805086,0.05269301762979282,-16.204029334248,-14.825351903462597,-0.062245266677197805,-0.12152889176178283,0.4297245420777402,7.513074219934614,1.0613171447851955
NQ/GLOBEX/B1/1h,42164,True,-25.092314118035535,0.05272330177414485,-16.23359533544946,-14.788583129715487,-0.06151075222383378,-0.1242025313188908,0.431224219310834,7.497951126152822,1.0512639621549604
NQ/GLOBEX/B1/30min,1090,True,2.6193349000060895,1.3124185647565231e-10,1.1640619599532729,3.4089979100530186,52.19874972029618,3.0516411314958214,0.0026207339096457217,12.610184726154147,60.762578906649566
NQ/GLOBEX/B1/30min,3925,True,3.155112910245591,1.723510245164587e-20,1.205547799662609,16.315791091347794,2.6860838292211766,0.01216541639210489,2.371265749715247e-06,7.280664579650541,3.2382024500269044
NQ/GLOBEX/B1/30min,6760,True,-10.351897480990871,4.5964024512208315e-31,0.18493420617710207,323.03026814845504,26.22336741889299,0.0511189477802583,-3.247550958100144e-05,5.923835885589147,4.849597636903457
NQ/GLOBEX/B1/30min,9595,True,-12.225650784492274,2.908404907155165e-30,0.04707567907843309,491.6482405634428,39.26947699381196,-0.22734221083549339,0.00012497338400598346,4.587079620563922,1.8486372965386033
NQ/GLOBEX/B1/30min,12430,True,-11.819310336314667,9.256691248308323e-38,0.09350264400734268,459.437614290342,36.074624397701356,-0.08942125486360823,9.059980815885045e-05,5.447786678313268,3.373072762756869
NQ/GLOBEX/B1/30min,15265,True,-12.101248460100543,8.00182589481615e-38,0.0820427952804051,468.4819876232891,36.39681182004516,-0.09085379585501893,9.110586307270729e-05,5.237497653111385,2.9860961810113937
NQ/GLOBEX/B1/30min,18100,True,-12.21661391266057,2.3927476673352743e-37,0.07829237954433015,481.62285398657923,37.20703445233091,-0.12653726429981293,0.00010339988399807722,5.22807220062684,2.9130272630608594
NQ/GLOBEX/B1/30min,20935,True,-12.034239946226164,1.2014951628995863e-37,0.0987704079549181,477.6679777355863,36.596292949225514,-0.10578725269950655,0.00010433237325745777,5.498594472354187,3.6146307842326966
NQ/GLOBEX/B1/30min,23770,True,-11.735447258255574,2.7820023854766723e-37,0.11462950826806022,468.92166972519976,36.152162121497916,-0.03998029572038369,7.515161493458372e-05,5.646515315754028,4.144104566814499
NQ/GLOBEX/B1/30min,26605,True,-11.538450077569536,1.1596186905189999e-37,0.12409263257273016,455.74374991070295,35.3544344984615,-0.08463473370838147,5.406745474885901e-05,5.750037553988132,4.387224850034238
